article_id,title,image_sequence,source_xhtml,src,resolved_path,exists_in_epub,alt,figure_number,caption,source_note
038,知止不殆,58,OEBPS/text/article-038-analysis-2019-12-08-1c9smie.xhtml,../images/image14-de72233f-7331afa3.png,OEBPS/images/image14-de72233f-7331afa3.png,true,图表,,,
038,知止不殆,59,OEBPS/text/article-038-analysis-2019-12-08-1c9smie.xhtml,../images/image15-ee681df4-03b34c3b.jpeg,OEBPS/images/image15-ee681df4-03b34c3b.jpeg,true,http://s1.sinaimg.cn/mw690/002jf5rkgy6QV1jciisb0&690,,,
038,知止不殆,60,OEBPS/text/article-038-analysis-2019-12-08-1c9smie.xhtml,../images/image16-4217670a-1ece8c17.png,OEBPS/images/image16-4217670a-1ece8c17.png,true,http://s13.sinaimg.cn/mw690/002jf5rkgy6QV1kGYNeec&690,,,
038,知止不殆,61,OEBPS/text/article-038-analysis-2019-12-08-1c9smie.xhtml,../images/image17-f8ccfc77-d6bbf4eb.png,OEBPS/images/image17-f8ccfc77-d6bbf4eb.png,true,http://s10.sinaimg.cn/mw690/002jf5rkgy6QV1mkHxLb9&690,,,
038,知止不殆,62,OEBPS/text/article-038-analysis-2019-12-08-1c9smie.xhtml,../images/image18-097148ff-23f27982.png,OEBPS/images/image18-097148ff-23f27982.png,true,http://s16.sinaimg.cn/mw690/002jf5rkgy6QV1nj7BR3f&690,,,
038,知止不殆,63,OEBPS/text/article-038-analysis-2019-12-08-1c9smie.xhtml,../images/image19-c5fb2d60-8fcdbb4b.png,OEBPS/images/image19-c5fb2d60-8fcdbb4b.png,true,http://s11.sinaimg.cn/mw690/002jf5rkgy6QV1p6s7Uda&690,,,
039,观察一季度经济数据的三个维度,1,OEBPS/text/article-039-analysis-2020-05-03-cf40-3357.xhtml,../images/nuql48-001_d53b622af5-77e07f98-afba3972.jpg,OEBPS/images/nuql48-001_d53b622af5-77e07f98-afba3972.jpg,true,图1：金融海啸和新冠疫情对经济增速的影响,,,
039,观察一季度经济数据的三个维度,2,OEBPS/text/article-039-analysis-2020-05-03-cf40-3357.xhtml,../images/dnb55a-002_5111b4263d-052d341e-ed8e4eaa.jpg,OEBPS/images/dnb55a-002_5111b4263d-052d341e-ed8e4eaa.jpg,true,图2：金融海啸和新冠疫情对工业增加值的影响,,,
039,观察一季度经济数据的三个维度,3,OEBPS/text/article-039-analysis-2020-05-03-cf40-3357.xhtml,../images/139i9c1-003_55798c383b-8ed734f8-3ff61373.jpg,OEBPS/images/139i9c1-003_55798c383b-8ed734f8-3ff61373.jpg,true,图3：金融海啸和新冠疫情对PPI的影响,,,
039,观察一季度经济数据的三个维度,4,OEBPS/text/article-039-analysis-2020-05-03-cf40-3357.xhtml,../images/11tgfbz-004_f1df96c49b-ae33516c-e20c1be5.jpg,OEBPS/images/11tgfbz-004_f1df96c49b-ae33516c-e20c1be5.jpg,true,图4：金融海啸和新冠疫情对非食品CPI的影响,,,
039,观察一季度经济数据的三个维度,5,OEBPS/text/article-039-analysis-2020-05-03-cf40-3357.xhtml,../images/kb3fnu-005_2ee1ec0205-65ce65b6-dad72ee2.jpg,OEBPS/images/kb3fnu-005_2ee1ec0205-65ce65b6-dad72ee2.jpg,true,图5：金融海啸和新冠疫情对CPI的影响,,,
039,观察一季度经济数据的三个维度,6,OEBPS/text/article-039-analysis-2020-05-03-cf40-3357.xhtml,../images/38uint-006_cab9e0b185-0a460f45-a07fc600.jpg,OEBPS/images/38uint-006_cab9e0b185-0a460f45-a07fc600.jpg,true,图6：新冠疫情对线上、线下消费总量的影响,,,
039,观察一季度经济数据的三个维度,7,OEBPS/text/article-039-analysis-2020-05-03-cf40-3357.xhtml,../images/1gn0usw-007_0cc917a307-ef4d5840-23b701b6.jpg,OEBPS/images/1gn0usw-007_0cc917a307-ef4d5840-23b701b6.jpg,true,图7：新冠疫情对线上食品、日用品、服装消费的影响,,,
039,观察一季度经济数据的三个维度,8,OEBPS/text/article-039-analysis-2020-05-03-cf40-3357.xhtml,../images/23swq6-008_2957766401-6afcd43e-ceecf0b7.jpg,OEBPS/images/23swq6-008_2957766401-6afcd43e-ceecf0b7.jpg,true,图8：新冠疫情对日用品消费的影响,,,
039,观察一季度经济数据的三个维度,9,OEBPS/text/article-039-analysis-2020-05-03-cf40-3357.xhtml,../images/10swmw6-009_78819ca960-fe2aa5a2-97f4702a.jpg,OEBPS/images/10swmw6-009_78819ca960-fe2aa5a2-97f4702a.jpg,true,图9：金融海啸和新冠疫情对家庭服务及加工维修服务的影响,,,
040,关于中国通货膨胀形成机制的几点观察,1,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-01-4ef16ac8-168326bb.png,OEBPS/images/chart-01-4ef16ac8-168326bb.png,true,图1：中美PPI 同比，%,1,图1：中美PPI 同比，%,数据来源：Wind，安信证券 中国PPI在1996年前为年度数据，中美PPI在1980-1996年相关系数为-0.2，在1996-2021期间年相关系数为0.92
040,关于中国通货膨胀形成机制的几点观察,2,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-02-4294f69e-9af8f982.png,OEBPS/images/chart-02-4294f69e-9af8f982.png,true,图2：CPI 和核心CPI，%,2,图2：CPI 和核心CPI，%,数据来源：Wind，安信证券； 中国核心CPI从2013年开始公布
040,关于中国通货膨胀形成机制的几点观察,3,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/image1-1184b809-01f649b5.png,OEBPS/images/image1-1184b809-01f649b5.png,true,图表,,,
040,关于中国通货膨胀形成机制的几点观察,4,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-03-0d018cd2-bae00ced.png,OEBPS/images/chart-03-0d018cd2-bae00ced.png,true,图3：中国PPI 和CPI 食品分项当季同比，%,3,图3：中国PPI 和CPI 食品分项当季同比，%,数据来源：Wind，安信证券；
040,关于中国通货膨胀形成机制的几点观察,5,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-04-276b620b-a0c2163e.png,OEBPS/images/chart-04-276b620b-a0c2163e.png,true,图4：农产品和生产资料价格指数同比，%,4,图4：农产品和生产资料价格指数同比，%,数据来源：Wind，安信证券； 注：回归后弹性为1.11，标准差为0.168
040,关于中国通货膨胀形成机制的几点观察,6,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-05-93cd4869-ca4a93ad.png,OEBPS/images/chart-05-93cd4869-ca4a93ad.png,true,图5：农产品资料价格和农村人均农业纯收入同比，%,5,图5：农产品资料价格和农村人均农业纯收入同比，%,数据来源：Wind，安信证券； 注：回归后弹性为1.14，标准差为0.173
040,关于中国通货膨胀形成机制的几点观察,7,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-06-870e481c-06f40a32.png,OEBPS/images/chart-06-870e481c-06f40a32.png,true,图6：各类食品价格对第二产业GDP 缩减指数的相关系数，%,6,图6：各类食品价格对第二产业GDP 缩减指数的相关系数，%,数据来源：Wind，安信证券；
040,关于中国通货膨胀形成机制的几点观察,8,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-07-e9581f12-472685e1.png,OEBPS/images/chart-07-e9581f12-472685e1.png,true,图7：各类食品价格对第二产业GDP 缩减指数的弹性，%,7,图7：各类食品价格对第二产业GDP 缩减指数的弹性，%,数据来源：Wind，安信证券；
040,关于中国通货膨胀形成机制的几点观察,9,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-08-1fb0daca-bae00ced.png,OEBPS/images/chart-08-1fb0daca-bae00ced.png,true,图8：中国PPI 和CPI 食品分项当季同比，%,8,图8：中国PPI 和CPI 食品分项当季同比，%,数据来源：Wind，安信证券； 2012年后，两者相关系数为-0.62
040,关于中国通货膨胀形成机制的几点观察,10,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-09-bf5cf3ff-191e8f3f.png,OEBPS/images/chart-09-bf5cf3ff-191e8f3f.png,true,图9：各类食品价格对第二产业GDP 缩减指数的相关系数，%,9,图9：各类食品价格对第二产业GDP 缩减指数的相关系数，%,数据来源：Wind，安信证券；
040,关于中国通货膨胀形成机制的几点观察,11,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-10-8b8d92b2-8e8310ef.png,OEBPS/images/chart-10-8b8d92b2-8e8310ef.png,true,图10：各类食品价格对第二产业GDP 缩减指数的弹性，%,10,图10：各类食品价格对第二产业GDP 缩减指数的弹性，%,数据来源：Wind，安信证券；
040,关于中国通货膨胀形成机制的几点观察,12,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/image2-01724f0d-eee37469.png,OEBPS/images/image2-01724f0d-eee37469.png,true,图表,,,
040,关于中国通货膨胀形成机制的几点观察,13,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/image3-2302083a-be77fa09.png,OEBPS/images/image3-2302083a-be77fa09.png,true,图表,,,
040,关于中国通货膨胀形成机制的几点观察,14,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-11-6c110335-6bee34b0.png,OEBPS/images/chart-11-6c110335-6bee34b0.png,true,图11：农民工月均工资和城镇就业工资比例，元，%,11,图11：农民工月均工资和城镇就业工资比例，元，%,数据来源：Wind，安信证券；
040,关于中国通货膨胀形成机制的几点观察,15,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-12-468c8b06-cc8eb2fb.png,OEBPS/images/chart-12-468c8b06-cc8eb2fb.png,true,图12：总体和分产业劳动生产效率年均增长率，%,12,图12：总体和分产业劳动生产效率年均增长率，%,数据来源：wind，安信证券 注:劳动生产效率增速使用该产业增加值的实际增速和从业人员增速计算
040,关于中国通货膨胀形成机制的几点观察,16,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-13-7c91a4a2-c6fe7bf6.png,OEBPS/images/chart-13-7c91a4a2-c6fe7bf6.png,true,图13：2013-2019 年产出缺口与核心CPI，%,13,图13：2013-2019 年产出缺口与核心CPI，%,数据来源：wind，安信证券 由于疫情扰动，2020和2021年潜在增速估计较为困难，故略去。t值为5.96.
040,关于中国通货膨胀形成机制的几点观察,17,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-14-f062271e-a22f68d0.png,OEBPS/images/chart-14-f062271e-a22f68d0.png,true,图14：全国居民恩格尔系数，%,14,图14：全国居民恩格尔系数，%,数据来源：Wind，安信证券； 2015年前使用农村和城镇居民恩格尔系数和城镇化率计算，食品分项权重自2006年开始
040,关于中国通货膨胀形成机制的几点观察,18,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-15-71e0a409-2c3c3185.png,OEBPS/images/chart-15-71e0a409-2c3c3185.png,true,图15：各经济体CPI 中食品烟酒分项权重，%,15,图15：各经济体CPI 中食品烟酒分项权重，%,数据来源：Wind，安信证券； 注：部分国家CPI中食品项定义中不含外出就餐，为保持口径一致，调整后加入
040,关于中国通货膨胀形成机制的几点观察,19,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-16-5b905971-73bc5f92.png,OEBPS/images/chart-16-5b905971-73bc5f92.png,true,图16：农村居民支出中非现金占比，%,16,图16：农村居民支出中非现金占比，%,数据来源：Wind，安信证券； 注： 2013年家庭住户调查口径进行调整，生活消费支出口径存在差异，导致现金占比发生变化。
040,关于中国通货膨胀形成机制的几点观察,20,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-17-1f749365-c4d4301d.png,OEBPS/images/chart-17-1f749365-c4d4301d.png,true,图17：城镇和农村居民消费中非现金支出比率，%,17,图17：城镇和农村居民消费中非现金支出比率，%,数据来源：Wind，安信证券；
040,关于中国通货膨胀形成机制的几点观察,21,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-18-58935570-9c4a5049.png,OEBPS/images/chart-18-58935570-9c4a5049.png,true,图18：农村居民当年新增银行存款占总储蓄比重，%,18,图18：农村居民当年新增银行存款占总储蓄比重，%,数据来源：Wind，安信证券；
040,关于中国通货膨胀形成机制的几点观察,22,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-19-925ff1eb-5250930e.png,OEBPS/images/chart-19-925ff1eb-5250930e.png,true,图19：不同规模生猪饲养户数,19,图19：不同规模生猪饲养户数,数据来源：wind，安信证券 ，左轴为对数坐标
040,关于中国通货膨胀形成机制的几点观察,23,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/chart-20-50bd34dd-c21bc8c5.png,OEBPS/images/chart-20-50bd34dd-c21bc8c5.png,true,图20：生猪生产成本：规模养殖/散养，%,20,图20：生猪生产成本：规模养殖/散养，%,数据来源：wind，安信证券
040,关于中国通货膨胀形成机制的几点观察,24,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,../images/image4-e4091822-91365d6b.png,OEBPS/images/image4-e4091822-91365d6b.png,true,图表,,,
041,顺势而为,1,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-01-c5cb0934-89cd639a.png,OEBPS/images/chart-01-c5cb0934-89cd639a.png,true,图1：MSCI 发达市场指数，点,1,,数据来源：Wind，安信证券 2020年1月1日标准化为100
041,顺势而为,2,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-02-df5ef543-ae6e0169.png,OEBPS/images/chart-02-df5ef543-ae6e0169.png,true,图2：各发达经济体股价指数，点,2,,数据来源：Wind，安信证券 2020年1月1日标准化为100
041,顺势而为,3,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-03-ca32a098-1627f67c.png,OEBPS/images/chart-03-ca32a098-1627f67c.png,true,图3：发达国家国债收益率，%,3,,数据来源：Wind，安信证券
041,顺势而为,4,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-04-fd212dea-44f32a4a.png,OEBPS/images/chart-04-fd212dea-44f32a4a.png,true,图4：发达国家核心CPI 同比，%,4,,数据来源： CEIC ，安信证券
041,顺势而为,5,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-05-df55a92a-32aca7b9.png,OEBPS/images/chart-05-df55a92a-32aca7b9.png,true,图5：MSCI 新兴市场指数，点,5,,数据来源：Wind，安信证券 2020年1月1日标准化为100
041,顺势而为,6,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-06-441899b1-52ab167b.png,OEBPS/images/chart-06-441899b1-52ab167b.png,true,图6：发展中国家股价指数，点,6,,数据来源：Wind，安信证券 2020年1月1日标准化为100
041,顺势而为,7,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-07-8f90d8d7-6fe30995.png,OEBPS/images/chart-07-8f90d8d7-6fe30995.png,true,图7：新兴经济体美元债收益率和本币债收益率，%,7,,数据来源：Bloomberg，安信证券
041,顺势而为,8,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-08-d624a5b6-e3aed4c2.png,OEBPS/images/chart-08-d624a5b6-e3aed4c2.png,true,图8：发展中国家国债收益率，%,8,,数据来源：Wind，安信证券
041,顺势而为,9,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-09-d32f04af-cac2af63.png,OEBPS/images/chart-09-d32f04af-cac2af63.png,true,图9：发展中国家核心CPI 同比，%,9,,数据来源： CEIC ，安信证券
041,顺势而为,10,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-10-cfd69d64-b28cc0a7.png,OEBPS/images/chart-10-cfd69d64-b28cc0a7.png,true,图10：放开后正常状态发达国家GDP 环比折年率，%,10,,数据来源：Wind，安信证券 注：基点为疫情前的趋势水平，放开后正常状态为考虑到放开后两个季度内存在基数和积压性需求释放的影响，采用放开后第三季度后的平均值
041,顺势而为,11,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-11-f6778db6-548d596d.png,OEBPS/images/chart-11-f6778db6-548d596d.png,true,图11：放开后正常状态发展中国家GDP 环比折年率，%,11,,数据来源：Wind，安信证券 注：基点为疫情前趋势水平，放开后正常状态为考虑到放开后两个季度内存在基数和积压性需求释放的影响，采用放开后三、四季度平均值
041,顺势而为,12,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-12-612b4de7-8e0755d7.png,OEBPS/images/chart-12-612b4de7-8e0755d7.png,true,图12：发达国家超额储蓄率，%,12,,数据来源：Bloomberg，Wind，安信证券 疫情中正常期定义为疫苗尚未出现，疫情的恐慌出现缓解的20Q4和21Q1期间储蓄率。疫后正常期定义为放开后第三个季度开始
041,顺势而为,13,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-13-e54caded-23790a19.png,OEBPS/images/chart-13-e54caded-23790a19.png,true,图13：部分国家财政补贴力度与储蓄率偏离度，%,13,,数据来源：Bloomberg，日本统计局，安信证券； 注：日本使用工人家庭数据，使用非经常性收入占比作为财政补贴衡量，日本在2014年后储蓄率存在年均上升1.13%，剔除这一趋势。其余国家使用转移性收入，另外储蓄率无趋势。t值为-6.1，P值为0.009财政补贴偏离度使用2020和2021两年转移性支付占收入比重的均值减去2016至2019年均值。储蓄率偏离度使用2022年Q3累计储蓄率减去2016-2019年均值，反应防控放松后的消费倾向。
041,顺势而为,14,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-14-bf05e05a-641607d6.png,OEBPS/images/chart-14-bf05e05a-641607d6.png,true,图14：不同阶段家庭消费支出同比差值-GDP 同比差值，%,14,,数据来源：Wind，CEIC，安信证券 注：中国和越南为消费支出（包含政府消费）
041,顺势而为,15,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-15-78d3ab1c-7a5fc853.png,OEBPS/images/chart-15-78d3ab1c-7a5fc853.png,true,图15：各国老龄人口劳动参与率2022 年较2019 年变化，%,15,,数据来源：CEIC，安信证券 注：老龄人口指代表55岁以上人口
041,顺势而为,16,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-16-c18459a2-557f5dba.png,OEBPS/images/chart-16-c18459a2-557f5dba.png,true,图16：美国绿卡发放人数，万人,16,,数据来源：Wind，安信证券
041,顺势而为,17,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-17-c45aa8c3-7d142b82.png,OEBPS/images/chart-17-c45aa8c3-7d142b82.png,true,图17：核心CPI 差值与55 岁以上人口劳动参与率差值，%,17,,数据来源： CEIC ，Wind，安信证券 P值为0.002，t值为-4.6
041,顺势而为,18,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-18-cd788634-b19464a9.png,OEBPS/images/chart-18-cd788634-b19464a9.png,true,图18：中国居民超额储蓄率，%,18,,数据来源：Wind，安信证券
041,顺势而为,19,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-19-4c813adb-d07a96e8.png,OEBPS/images/chart-19-4c813adb-d07a96e8.png,true,图19：外出务工劳动力人数同比，%,19,,"数据来源：Wind，安信证券 注：2021为两年复合同比,2022年为三年复合同比，2023年Q1为四年复合同比。"
041,顺势而为,20,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-20-3cfecaad-08a44a35.png,OEBPS/images/chart-20-3cfecaad-08a44a35.png,true,图20：外出务工劳动力工资月均收入同比，%,20,,"数据来源：Wind，安信证券 注：2021为两年复合同比,2022年为三年复合同比，2023年Q1为四年复合同比。"
041,顺势而为,21,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-21-b3954a8c-39d57b51.png,OEBPS/images/chart-21-b3954a8c-39d57b51.png,true,图21：沪深300 与申万房地产指数,21,,数据来源：Wind，安信证券 注：以2020年12月31日为基准
041,顺势而为,22,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-22-7c944652-dcc807c3.png,OEBPS/images/chart-22-7c944652-dcc807c3.png,true,图22：不同阶段申万房地产相对沪深300 差额跌幅，%,22,,数据来源：Wind，安信证券 注：以2020年12月31日为基准
041,顺势而为,23,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,../images/chart-23-2d323e42-5593067d.png,OEBPS/images/chart-23-2d323e42-5593067d.png,true,图23：A 股民营和国有房地产企业指数,23,,数据来源：Wind，安信证券 注：以2020年12月31日为基准
047,潮起潮落,1,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-01-cd61d80e-0b82503b.png,OEBPS/images/chart-01-cd61d80e-0b82503b.png,true,图1：房地产开发投资增速（%）,1,图1：房地产开发投资增速（%）,数据来源：CEIC，安信证券
047,潮起潮落,2,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-02-25fa5d4a-bf3bc009.png,OEBPS/images/chart-02-25fa5d4a-bf3bc009.png,true,图2：政府基础设施建设投资增速（%）,2,图2：政府基础设施建设投资增速（%）,数据来源：CEIC，安信证券 数据说明：交运仓储邮政业、公共设施管理业、电力热力生产供应业投资的加总
047,潮起潮落,3,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-03-0886be2e-080cc47f.png,OEBPS/images/chart-03-0886be2e-080cc47f.png,true,图3：建筑业产出增速（%）,3,图3：建筑业产出增速（%）,数据来源：Wind，安信证券
047,潮起潮落,4,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-04-6d97d89c-fe382970.png,OEBPS/images/chart-04-6d97d89c-fe382970.png,true,图4：水泥产量增速（%）,4,图4：水泥产量增速（%）,数据来源：Wind，安信证券
047,潮起潮落,5,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-05-2334deb7-65e004e2.png,OEBPS/images/chart-05-2334deb7-65e004e2.png,true,图5：用电量增速（%）,5,图5：用电量增速（%）,数据来源：Wind，安信证券
047,潮起潮落,6,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-06-bcbb9a3f-6c16d887.png,OEBPS/images/chart-06-bcbb9a3f-6c16d887.png,true,图6：钢材产量增速（%）,6,图6：钢材产量增速（%）,数据来源：Wind，安信证券
047,潮起潮落,7,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-07-7278aea0-bdd81ca7.png,OEBPS/images/chart-07-7278aea0-bdd81ca7.png,true,图7：限额以上餐饮服务业收入增速（%）,7,图7：限额以上餐饮服务业收入增速（%）,数据来源：Wind，安信证券
047,潮起潮落,8,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-08-bdb129fe-0d85635e.png,OEBPS/images/chart-08-bdb129fe-0d85635e.png,true,图8：住宿餐饮业产出增速（%）,8,图8：住宿餐饮业产出增速（%）,数据来源：Wind，安信证券
047,潮起潮落,9,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-09-359e3b27-fa9a208e.png,OEBPS/images/chart-09-359e3b27-fa9a208e.png,true,图9：批发零售业业产出增速（%）,9,图9：批发零售业业产出增速（%）,数据来源：Wind，安信证券
047,潮起潮落,10,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-10-a8db20e5-740a477f.png,OEBPS/images/chart-10-a8db20e5-740a477f.png,true,图10：原煤产量增速（%）,10,图10：原煤产量增速（%）,数据来源：Wind，安信证券
047,潮起潮落,11,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-11-f45d9fc2-a1d90f6c.png,OEBPS/images/chart-11-f45d9fc2-a1d90f6c.png,true,图11：铁矿石产量增速（%）,11,图11：铁矿石产量增速（%）,数据来源：Wind，安信证券
047,潮起潮落,12,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-12-21737715-2102c1ce.png,OEBPS/images/chart-12-21737715-2102c1ce.png,true,图12：煤炭净进口占消费量的比例（%）,12,图12：煤炭净进口占消费量的比例（%）,数据来源：CEIC，安信证券
047,潮起潮落,13,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-13-9994b4a2-8d1f3cc9.png,OEBPS/images/chart-13-9994b4a2-8d1f3cc9.png,true,图13：煤炭开采和洗选业利润增速（%）,13,图13：煤炭开采和洗选业利润增速（%）,数据来源：Wind，安信证券
047,潮起潮落,14,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-14-8765cdb8-b54f30b9.png,OEBPS/images/chart-14-8765cdb8-b54f30b9.png,true,图14：煤炭开采和洗选业投资增速（%）,14,图14：煤炭开采和洗选业投资增速（%）,数据来源：Wind，安信证券
047,潮起潮落,15,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-15-c969514b-29268e58.png,OEBPS/images/chart-15-c969514b-29268e58.png,true,图15：中美工业品价格波动（%）,15,图15：中美工业品价格波动（%）,数据来源：Wind，安信证券
047,潮起潮落,16,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-16-af0c5aa5-dbe5952b.png,OEBPS/images/chart-16-af0c5aa5-dbe5952b.png,true,图16：中国出口波动（MA3，%）,16,图16：中国出口波动（MA3，%）,数据来源：Wind，安信证券
047,潮起潮落,17,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-17-f9f47097-449aadac.png,OEBPS/images/chart-17-f9f47097-449aadac.png,true,图17：贸易盈余表现（亿美元）,17,图17：贸易盈余表现（亿美元）,数据来源：Wind，安信证券
047,潮起潮落,18,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-18-1fc648e6-3c90aee8.png,OEBPS/images/chart-18-1fc648e6-3c90aee8.png,true,图18：OECD 工业环比（MA3，%）,18,图18：OECD 工业环比（MA3，%）,数据来源：Wind，安信证券
047,潮起潮落,19,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-19-3ff4a8df-a3194958.png,OEBPS/images/chart-19-3ff4a8df-a3194958.png,true,图19：新兴经济体工业环比（MA3，%）,19,图19：新兴经济体工业环比（MA3，%）,数据来源：CPB，安信证券
047,潮起潮落,20,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-20-a7a28234-b4644969.png,OEBPS/images/chart-20-a7a28234-b4644969.png,true,图20：OECD 工业产出（MA3，%）,20,图20：OECD 工业产出（MA3，%）,数据来源：Wind，安信证券
047,潮起潮落,21,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-21-4bdec2de-c451ea20.png,OEBPS/images/chart-21-4bdec2de-c451ea20.png,true,图21：新兴经济体工业产出（MA3，%）,21,图21：新兴经济体工业产出（MA3，%）,数据来源：CPB，安信证券 数据说明：数据来源与OECD工业产出不同，需留意可比性。
047,潮起潮落,22,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-22-a0cbf509-6c2b359e.png,OEBPS/images/chart-22-a0cbf509-6c2b359e.png,true,图22：发达经济体与新兴经济体的比较（MA3，%）,22,图22：发达经济体与新兴经济体的比较（MA3，%）,数据来源：CPB，安信证券
047,潮起潮落,23,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,../images/chart-23-85c805c3-e54d3941.png,OEBPS/images/chart-23-85c805c3-e54d3941.png,true,图23：PPI 环比（%）,23,图23：PPI 环比（%）,数据来源：Wind，安信证券
