id,title,category,content_type,date,date_precision,minutes,file,source_file,source_epub,source_epub_sha256,non_ws_chars,cjk_chars,image_count,image_alts,excerpt,legacy_v3_ids,update_status,source_body_sha256,markdown_file_sha256,markdown_body_cjk_similarity,heading_count_source,table_count_source,chart_table_count_source
032,总量扩张政策难解结构性失业问题,周期、通胀与人口,analysis,2014-04-20,day,9,02_markdown_articles/032_2014-04-20_总量扩张政策难解结构性失业问题.md,OEBPS/text/article-032-analysis-2014-04-20-cf40-1619.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,5825,5016,11,图1 经济增速与城镇就业增速 | 图2 经济增速与城镇就业增速散点图 | 图3 经济增速与城镇职工平均工资实际增速 | 图4 经济增速与城镇职工平均工资实际增速散点图 | 图5外出农民工月均工资名义增速 | 图6 求人倍率：按年龄 | 图7求人倍率：按学历 | 图8 城镇就业增速与适龄劳动人口增速 | 图 9 城镇就业渗透率的变化 | 图 9 城镇就业渗透率的变化 | 图10 GDP实际城镇就业渗透率的变化,提要：经济增长分别和城镇就业增速、工资增长之间存在非常紧密的联系。目前中国劳动力市场存在结构性问题，按年龄来分组，有一定工作经验的劳动力极其短缺，而45岁以上人群出现严重供过于求；从学历来看，对职高、技校和中专毕业生...,,new_in_v4,c430166080a526550c74382432e6572ae178606c514069ce4cbf66e3e0641d6e,0cb239ed3ee2c30ea70cbf634024338cfcfd5d7be972b12216cf245df9b34259,1.00000000,0,0,0
033,经济增长与城镇新增就业,周期、通胀与人口,analysis,2014-05-08,day,8,02_markdown_articles/033_2014-05-08_经济增长与城镇新增就业.md,OEBPS/text/article-033-analysis-2014-05-08-133h92r.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,3053,2639,6,图1：GDP 实际增速与城镇就业人口存量增速，% | 图2：GDP 实际增速与城镇单位职工平均工资实际增速，% | 图3：GDP 实际增速与城镇单位职工平均工资实际增速，% | 图4：按年龄分组人才市场求人倍率 | 图5：按学历分组人才市场求人倍率 | 图6：中国适龄劳动人口数量，15-64 岁,政府稳增长的一个重要考虑，甚至最为重要的考虑是保就业。,047,retained_exact,2a4ade7890b2db9d0ce124cdea866e524244de7af92d70d41ec8d8724fc21ff3,17dbb2219ba5938a1810c0cd2fcd0bcbc29d271b0ada91652ed28316cae5d357,1.00000000,0,6,6
034,上升的地平线,周期、通胀与人口,analysis,2015-05-15,day,2,02_markdown_articles/034_2015-05-15_上升的地平线.md,OEBPS/text/article-034-analysis-2015-05-15-cf40-1953.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,929,808,0,,这是我们在2010年9月撰写的一篇研究报告，主要讨论中国低端劳动力市场的情况及其长期影响。,,new_in_v4,6c238fcedcc2c654571e006a4c7931255e9a537e8d9055939b2f7a305b239c46,9863b4667421d75604b9febdbf4200ce4d495876a4851242e92feb877da7ef2c,1.00000000,0,0,0
035,反思2016年的两种经济现象,周期、通胀与人口,analysis,2017-02-27,day,5,02_markdown_articles/035_2017-02-27_反思2016年的两种经济现象.md,OEBPS/text/article-035-analysis-2017-02-27-cf40-2467.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,3369,2982,0,,我个人觉得经济政策，包括面向政策的经济形势分析报告，一定要立足于预测。因为政策产生效果需要时间，经济形势报告一定是落脚在政策建议上，所以必须有预测。这是与学术研究非常重要的差异。,,new_in_v4,9d570c3f5cf150a9f7ede756e2f19784b480fc2ca80c50c89a502bb41aa37d87,ecbb44d4321f2d2802c4b3aff051cb3f1107956e33edfe0e1b05373b9f73fa81,1.00000000,0,0,0
036,年内经济前高后低 中长期景气前景仍值得期待,周期、通胀与人口,analysis,2017-07-12,day,5,02_markdown_articles/036_2017-07-12_年内经济前高后低_中长期景气前景仍值得期待.md,OEBPS/text/article-036-analysis-2017-07-12-1s0j49i.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,3420,2998,0,,——《大浪淘沙》2017年中期策略会报告（三）,073,retained_exact,a47187482fd11d96d70b89634457202873247cf8be68139b84a1d70d5544ccbe,19f80d1430b09b7c0c599fd570b44e391bc9c867026d33128bf1ef0cd69c9b01,1.00000000,3,0,0
037,关于经济周期的一些看法,周期、通胀与人口,analysis,2017-09-07,day,5,02_markdown_articles/037_2017-09-07_关于经济周期的一些看法.md,OEBPS/text/article-037-analysis-2017-09-07-cf40-2628.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,2888,2637,0,,在当下的财经媒体上，关于周期的讨论十分热闹；在一些社交媒体中，各方观点针锋相对，隔空交手，场面颇为火爆。一些看热闹的吃瓜群众调侃说，经济的周期姑且不论，分析员的情绪肯定是有周期的，显然这并非指由于女分析员生理周期变化...,,new_in_v4,e120e405866176ad941fee10e192618330b7fbed7d0c0c5d785d0db417cb2739,a2e3c2877e477fc464df4cec149ea479fbd87576919dbc11e3d4b902cc1cceb8,1.00000000,0,0,0
038,知止不殆,周期、通胀与人口,analysis,2019-12-08,day,38,02_markdown_articles/038_2019-12-08_知止不殆.md,OEBPS/text/article-038-analysis-2019-12-08-1c9smie.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,24339,20636,63,图1：转型中的实际GDP 增速，% | 图2：转型中的人均耗电，千瓦时/年 | 图3：转型中的城市化率，% | 图4：转型中非农就业占适龄劳动人口比，% | 图5：转型开始后8 年出口份额累积提升比例，% | 图6：转型中制造业实际工资指数 | 图7：转型中制造业实际工资指数（汇率调整） | 图8：转型中人均汽车保有量，辆/人 | 图9：转型中人均汽车保有量（基年调整），辆/人 | 图10：转型中投资率，% | 图11：转型开始后投资率的下降，% | 图12：转型中杠杆率，% | 图13：转型开始后8 年杠杆率的累积提升率，% | 图14：转型开始后8 年杠杆率的累积提升率，% | 图15：发债企业ROE：民企-国企，% | 图16：AA 级发债企业ROE：民企-国企，% | 图17：发债的上市和未上市国企、民企ROE，% | 图18：3 年期AA 级企业发债利率：民企-国企，% | 图19：1 年期AA+级企业发债利率：民企-国企，% | 图20：1 年期AA+级信用债二级市场收益率：民企-国企，% | 图21：产业债利差：民企-中央国企，BP | 图22：产业债利差：民企-地方国企，BP | 图23：ROE<10%分位数的企业的ROE 均值：民企-国企，% | 图24：ROE<3%的企业的ROE 均值：民企-国企，% | 图25：ROE<0 的企业的ROE 均值：民企-国企，% | 图26：企业的现金流：民企-国企，% | 图27：ROE<10%分位数的企业的现金流：民企-国企，% | 图28：上市公司PE 值：民企-国企 | 图29：上市公司PB 值：民企-国企 | 图30：PE 与ROE：民企-国企 | 图31：PB 与ROE：民企-国企 | 图32：规上工业企业资产负债率：民企V.S.国企，% | 图33：各风格板块上市公司资产负债率：民企V.S.国企，% | 图34：全球出口名义和实际同比，% | 图35：中国出口同比和对美出口同比，% | 图36：名义和实际贸易盈余/GDP，% | 图37：全社会固定政策投资同比，% | 图38：基础设施投资当季同比，% | 图39：狭义和广义地方政府债务余额同比，% | 图40：城投平台有息负债余额同比，% | 图41：制造业投资：出口依赖度高V.S.低，% | 图42：限产组和对照组工业增加值同比，% | 图43：限产组和对照组工业增加值同比，% | 图44：商品房非合意存货，千平方米 | 图45：房地产销售面积和新开工面积同比，% | 图表 | 图表 | 图表 | http://s4.sinaimg.cn/mw690/002jf5rkgy6QV0VPTjBd3&690 | http://s14.sinaimg.cn/mw690/002jf5rkgy6QV0X7NmJfd&690 | http://s8.sinaimg.cn/mw690/002jf5rkgy6QV0Z1SWbf7&690 | http://s4.sinaimg.cn/mw690/002jf5rkgy6QV11g0x5b3&690 | http://s12.sinaimg.cn/mw690/002jf5rkgy6QV11snqP2b&690 | 图表 | 图表 | 图表 | 图表 | 图表 | http://s1.sinaimg.cn/mw690/002jf5rkgy6QV1jciisb0&690 | http://s13.sinaimg.cn/mw690/002jf5rkgy6QV1kGYNeec&690 | http://s10.sinaimg.cn/mw690/002jf5rkgy6QV1mkHxLb9&690 | http://s16.sinaimg.cn/mw690/002jf5rkgy6QV1nj7BR3f&690 | http://s11.sinaimg.cn/mw690/002jf5rkgy6QV1p6s7Uda&690,在中国经济转型的回顾和评价部分，我们强调，过去8年中国的经济转型，与转型时期的日本、韩国和中国台湾相比，在经济增长率、城市化率、出口和制造业竞争力等指标上，中国的表现都是正常，甚至比较出色的。但同时也要看到，我国经济...,093,retained_exact,1d65b23f1be970868a60feb5d768507991a36a4046118193fd78992acdb3dcb5,4a2cf208c0d1d177e844b253c61b544ac6ea1dfca9bcc24ab153a9f03c4fec4e,1.00000000,0,48,45
039,观察一季度经济数据的三个维度,周期、通胀与人口,analysis,2020-05-03,day,9,02_markdown_articles/039_2020-05-03_观察一季度经济数据的三个维度.md,OEBPS/text/article-039-analysis-2020-05-03-cf40-3357.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,6184,5612,9,图1：金融海啸和新冠疫情对经济增速的影响 | 图2：金融海啸和新冠疫情对工业增加值的影响 | 图3：金融海啸和新冠疫情对PPI的影响 | 图4：金融海啸和新冠疫情对非食品CPI的影响 | 图5：金融海啸和新冠疫情对CPI的影响 | 图6：新冠疫情对线上、线下消费总量的影响 | 图7：新冠疫情对线上食品、日用品、服装消费的影响 | 图8：新冠疫情对日用品消费的影响 | 图9：金融海啸和新冠疫情对家庭服务及加工维修服务的影响,以2020年第一季度经济数据为基础，从经济增速的角度来看，疫情冲击下的经济增速下滑幅度是金融海啸的四倍。,,new_in_v4,c512cce0a12df7802e154629e69b70c54f5bd75295b15f428bb32c11386d4a3c,e9f4be7ab839739ec95635643ff7f631e70f86bfc58fae749e28f4cc20006701,1.00000000,0,0,0
040,关于中国通货膨胀形成机制的几点观察,周期、通胀与人口,analysis,2022-11-14,day,15,02_markdown_articles/040_2022-11-14_关于中国通货膨胀形成机制的几点观察.md,OEBPS/text/article-040-analysis-2022-11-14-1x1gha2.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,8500,6949,24,图1：中美PPI 同比，% | 图2：CPI 和核心CPI，% | 图表 | 图3：中国PPI 和CPI 食品分项当季同比，% | 图4：农产品和生产资料价格指数同比，% | 图5：农产品资料价格和农村人均农业纯收入同比，% | 图6：各类食品价格对第二产业GDP 缩减指数的相关系数，% | 图7：各类食品价格对第二产业GDP 缩减指数的弹性，% | 图8：中国PPI 和CPI 食品分项当季同比，% | 图9：各类食品价格对第二产业GDP 缩减指数的相关系数，% | 图10：各类食品价格对第二产业GDP 缩减指数的弹性，% | 图表 | 图表 | 图11：农民工月均工资和城镇就业工资比例，元，% | 图12：总体和分产业劳动生产效率年均增长率，% | 图13：2013-2019 年产出缺口与核心CPI，% | 图14：全国居民恩格尔系数，% | 图15：各经济体CPI 中食品烟酒分项权重，% | 图16：农村居民支出中非现金占比，% | 图17：城镇和农村居民消费中非现金支出比率，% | 图18：农村居民当年新增银行存款占总储蓄比重，% | 图19：不同规模生猪饲养户数 | 图20：生猪生产成本：规模养殖/散养，% | 图表,本文基于作者2022年10月份在北大汇丰商学院的演讲整理形成，主要讨论了1980年以来中国通货膨胀形成机制的两次重大结构性变化，分析了这些变化发生的宏观背景和微观机理，并对当前通货膨胀形成过程的新特点进行了探讨。,101;102,consolidated_from_v3,6e4e5170b36f07bdb66d82ef002f598d29c4285d50cee0f125554686fab7cdb5,1b7a85a185dbe1c0c2784a041f71244a1aebe9274701d0c07239f4de96af7c9b,1.00000000,0,22,20
041,顺势而为,周期、通胀与人口,analysis,2023-06-13,day,18,02_markdown_articles/041_2023-06-13_顺势而为.md,OEBPS/text/article-041-analysis-2023-06-13-1h21gmn.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,10489,9119,23,图1：MSCI 发达市场指数，点 | 图2：各发达经济体股价指数，点 | 图3：发达国家国债收益率，% | 图4：发达国家核心CPI 同比，% | 图5：MSCI 新兴市场指数，点 | 图6：发展中国家股价指数，点 | 图7：新兴经济体美元债收益率和本币债收益率，% | 图8：发展中国家国债收益率，% | 图9：发展中国家核心CPI 同比，% | 图10：放开后正常状态发达国家GDP 环比折年率，% | 图11：放开后正常状态发展中国家GDP 环比折年率，% | 图12：发达国家超额储蓄率，% | 图13：部分国家财政补贴力度与储蓄率偏离度，% | 图14：不同阶段家庭消费支出同比差值-GDP 同比差值，% | 图15：各国老龄人口劳动参与率2022 年较2019 年变化，% | 图16：美国绿卡发放人数，万人 | 图17：核心CPI 差值与55 岁以上人口劳动参与率差值，% | 图18：中国居民超额储蓄率，% | 图19：外出务工劳动力人数同比，% | 图20：外出务工劳动力工资月均收入同比，% | 图21：沪深300 与申万房地产指数 | 图22：不同阶段申万房地产相对沪深300 差额跌幅，% | 图23：A 股民营和国有房地产企业指数,过去三年疫情对发达和新兴经济体的中长期影响差异巨大。对发达国家而言，疫情后居民部门超额储蓄快速释放、劳动参与率下降。在这两股力量的交互作用下，发达经济体普遍经历了通胀中枢的上升和经济预期的改善，这些影响在股票、债券、...,104,retained_exact,fb43c91b7c10fcddbf181b0927171a29c03067cc101a1527dd813ab2749b3abc,27217edfe6a952d8afc9f850921a73b8cfd13e79f017e1f183582908dde43a73,1.00000000,0,23,23
042,针对当前中国经济问题的几点观察,周期、通胀与人口,analysis,2023-07-26,day,7,02_markdown_articles/042_2023-07-26_针对当前中国经济问题的几点观察.md,OEBPS/text/article-042-analysis-2023-07-26-cf40-4507.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,4494,4071,0,,朱鹤、张斌和郭凯的演讲从不同侧面描绘了关于当前经济运行的丰富图景，并围绕最主要的政策争论进行了深入客观且全面的阐述，其对当前经济的观察、思考和判断，丰富和深化了我们对当下经济问题和政策选择的理解，有助于我们在更好地认...,,new_in_v4,ca7cc3821fc76d06775c8bf28993f24ca96f0f80d54263bd1edeec454b3066c5,2af53d034cf87c0f7610c3b7cdf5d0b44799a54bca4f6194b492ccdd4cc96f1b,1.00000000,0,0,0
043,稳住阵脚，徐图进取,流动性、利率与汇率,analysis,2010-11-11,day,3,"02_markdown_articles/043_2010-11-11_稳住阵脚,徐图进取.md",OEBPS/text/article-043-analysis-2010-11-11-cf40-497.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,1448,1306,0,,从三季度数据来看，经济增速已经从二季度的快速下降中稳住阵脚，出现了一些温和恢复的迹象。这一过程在未来一两个季度内可能仍将持续，但经济重拾强劲的上升势头可能尚需时日。毕竟房地产市场仍有很多压力需要逐步消除；财政政策，尤...,,new_in_v4,2b024516257b194214a3f3ff2d362bbbab8139e84c9480c2a10cd528ec8a5a40,8305d34bc2d53e247638b968dbb7b163f392a7fced1f66e884cdd85c59107135,1.00000000,0,0,0
044,人民币国际化―――问题与思考,流动性、利率与汇率,analysis,2011-05-24,day,12,02_markdown_articles/044_2011-05-24_人民币国际化―――问题与思考.md,OEBPS/text/article-044-analysis-2011-05-24-pk1kfh.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,8097,7387,0,,随着“国际板”渐行渐近，人民币国际化的讨论再度兴起。人民币距离国际储备货币还有多远？人民币国际化的利益何在？作者在本文中就人民币国际化的相关问题进行了思考。全文如下：,021,retained_exact,4288511d0ec2f389262daf87499c3ec0f1dcae70a3c986c245883993c0cccbd8,2feff0e35acecbf59b8fdd9b7fc6369b7921a33886ffd476096f59c354aed2ac,1.00000000,6,0,0
045,内需显著下降，流动性趋近拐点,流动性、利率与汇率,analysis,2012-02-20,day,4,"02_markdown_articles/045_2012-02-20_内需显著下降,流动性趋近拐点.md",OEBPS/text/article-045-analysis-2012-02-20-1fnty3l.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,2768,2503,0,,（本文为2012年2月13日电话会议讨论内容）,032,retained_exact,459d2bca10176613733065e055727255be5b92534ea56756d75a3d6044a99164,944f0b7982e6a2c6f4794def79389b3fd57092d72ec6488b8db4074df07fca08,1.00000000,5,0,0
046,短期内尾部风险下降，长期内尾部风险上升,流动性、利率与汇率,analysis,2013-06-26,day,1,"02_markdown_articles/046_2013-06-26_短期内尾部风险下降,长期内尾部风险上升.md",OEBPS/text/article-046-analysis-2013-06-26-1lqkujw.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,627,576,0,,随着央行调整政策立场，我们之前提出的在紧缩性货币政策条件下的三波冲击也将受到一定影响。基本的看法是：第一波得到控制；第二波还在发酵，破坏性可能会小一些；第三波还会发生，但程度有所缓和。长期来看，经济结构性问题如不解决...,040,retained_exact,610fb9d2a7a20f4e2dae54d250e1ef2260c8abb26bc784b6ecd3193b0d2c2c53,95c33795e85357ae2198dcd80c2e28ae029ff549ffdc5fc2d53f651938316f6c,1.00000000,0,0,0
047,潮起潮落,流动性、利率与汇率,analysis,2013-07-12,day,18,02_markdown_articles/047_2013-07-12_潮起潮落.md,OEBPS/text/article-047-analysis-2013-07-12-drn2d1.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,10173,8438,36,图1：房地产开发投资增速（%） | 图2：政府基础设施建设投资增速（%） | 图3：建筑业产出增速（%） | 图4：水泥产量增速（%） | 图5：用电量增速（%） | 图6：钢材产量增速（%） | 图7：限额以上餐饮服务业收入增速（%） | 图8：住宿餐饮业产出增速（%） | 图9：批发零售业业产出增速（%） | 图10：原煤产量增速（%） | 图11：铁矿石产量增速（%） | 图12：煤炭净进口占消费量的比例（%） | 图13：煤炭开采和洗选业利润增速（%） | 图14：煤炭开采和洗选业投资增速（%） | 图15：中美工业品价格波动（%） | 图16：中国出口波动（MA3，%） | 图17：贸易盈余表现（亿美元） | 图18：OECD 工业环比（MA3，%） | 图19：新兴经济体工业环比（MA3，%） | 图20：OECD 工业产出（MA3，%） | 图21：新兴经济体工业产出（MA3，%） | 图22：发达经济体与新兴经济体的比较（MA3，%） | 图23：PPI 环比（%） | 图24：新兴市场的汇率、股指和债券OAS | 图25：非金融A 股ROE | 图26：制造业投资增速（%） | 图27：欧洲同业拆借利差（%） | 图28：其他存款性公司国外净资产（十亿人民币） | 图29：外汇占款投放（亿人民币） | 图30：资本流入（亿人民币） | 图31：一年期NDF 市场人民币升值预期（%） | 图32：中国和十大新兴经济体兑美元汇率指数（2010 年1 月=100） | 图33：国债收益率（%，10 年期对应右轴） | 图34：银行间中短期票据收益率（%） | 图35：一般贷款加权利率与票据融资加权利率（右轴）（%） | 图36：贷款增速与社会融资规模增速（%）,本文首先讨论实体经济。金融危机以后，发达国家量化宽松政策，犹如一次次电击，带来了全球工业生产活动显著的脉冲式波动；也给过去几年中国的经济和市场运行，带来了很多完全基于国内因素难以理解的特征。,041;107,consolidated_from_v3,e31d607016f15141cca837b65cf3863f714927c9d81a7f970db20919a28a8de1,d8b59925ff87eaceca8c66faa9a12e641232ab6e1377dddef36e6aed2ecf1a19,1.00000000,12,36,36
048,债券之殇,流动性、利率与汇率,analysis,2013-12-13,day,13,02_markdown_articles/048_2013-12-13_债券之殇.md,OEBPS/text/article-048-analysis-2013-12-13-1j8ud9w.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,8927,8214,0,,对于此轮债券市场的“熊市”，我们从三个方面进行讨论：第一、实体经济过剩储蓄的收缩；第二、全球经济的恢复和货币政策预期的变化；第三、商业银行资产负债表的调整。,042,retained_exact,15377e15f5aad8f3c84c05ebe224a16a8f3813f027e484b7e97ea17066f6db20,3de6c8c5cfc577e57c8f211dd423b6e32b200f2570de2a3c507b1a33095f24d9,1.00000000,8,0,0
049,IPO注册制和利率市场化改革的代价,流动性、利率与汇率,analysis,2013-12-25,day,3,02_markdown_articles/049_2013-12-25_IPO注册制和利率市场化改革的代价.md,OEBPS/text/article-049-analysis-2013-12-25-1sc4a6v.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,1555,1314,0,,12月6日高善文博士出席21世纪经济报道主办的2013年资本创新年会并发表主题演讲，讨论IPO注册制和利率市场化改革的代价。以下为主办方对发言内容的整理报道。,043,retained_exact,3378992ab27b8fa72b97a98c2059908e97620cc218697bab3d0b92dc5468e55c,79114f50401e4bf828027fe55c9df8ac8cd8a9f3f5e4a309ec1466c30b97a3a3,1.00000000,0,0,0
050,利率市场化与余额宝的兴起,流动性、利率与汇率,analysis,2014-04-21,day,18,02_markdown_articles/050_2014-04-21_利率市场化与余额宝的兴起.md,OEBPS/text/article-050-analysis-2014-04-21-1w4964r.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,12336,10849,0,,本文第一部分介绍利率市场化改革进程与利率市场化现状，以贷款利率放开、存款利率管制为前提，构建利率市场化模型，作为对现实条件下中国银行体系运作的近似，分析存款利率管制放开对存贷款利率以及银行利差造成的影响。我们发现其他...,046,retained_exact,2069a442d495f02391a3e2da095328d7eb34fd16ca77c14f0f1c41954c209b1a,b892af641e91961c504f307c55590ac38d73c644c62b9e97258f9aad26c4332d,1.00000000,8,0,0
051,小制度 大问题,流动性、利率与汇率,commentary,2014-06-17,day,10,02_markdown_articles/051_2014-06-17_小制度_大问题.md,OEBPS/text/article-051-commentary-2014-06-17-1s84v5m.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,5024,4588,4,图1：2003年以来的外汇占款余额同比增速（%） | 图2：3个月、6个月保本理财产品与同期限银行定存利差（%） | 图3：61个月大额协议存款与同期限银行定存利差（%） | 图4：银行间债券收益率（%）,本文讨论存贷比约束这一看似不起眼的法律条款在金融领域产生的一系列广泛的影响和严重的扭曲，是高善文博士为《清华金融评论》6月刊“影子银行风险与监管”专题撰写的评论文章。全文如下，供大家参阅。,013,retained_revised,bdefa019e56c3d8ed5d3e9e3c3a7c0738dc1db151d57ef2c33902d2c51959ab3,4183f679e53c0e703b529f3b0e9c934f7f010f5d1ccdc4de17e47ac16e23ef53,1.00000000,0,4,4
052,汇率贬值出其不意，股市维稳增添变数,流动性、利率与汇率,analysis,2015-08-12,day,4,"02_markdown_articles/052_2015-08-12_汇率贬值出其不意,股市维稳增添变数.md",OEBPS/text/article-052-analysis-2015-08-12-nxtdhp.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,759,638,3,图1：中国的境外美元主权债CDS 费率 | 图2：中国的境外美元主权债CDS 费率 | 图3：银行间10 年期国债到期收益率（%）,昨天（2015年8月11日）上午，人民银行调整了汇率中间价的形成方式，并借此实现了汇率的一次性贬值，今日开盘以来，现汇汇率继续贬值。,056,retained_exact,60876283fc9ec2004d2c6dfc3154de22ba5884efa41e8eef8dee79d522869d27,c559c27f1d97d290086bd6da1c5b53da951f20c9f6d56c9e342631295ff94f65,1.00000000,0,3,3
053,人民币汇率向何处去？,流动性、利率与汇率,analysis,2015-10-23,day,22,02_markdown_articles/053_2015-10-23_人民币汇率向何处去.md,OEBPS/text/article-053-analysis-2015-10-23-1a7mblf.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,13461,11720,14,图1：2015 年8 月11 日-10 月23 日人民币汇率走势 | 图2：2015 年8 月11 日-10 月23 日A 股走势 | 图3：2015 年8 月11 日-10 月23 日全球股市走势 | 图4：金融机构和中央银行新增外汇占款占GDP 比（%） | 图5：经常账户与商品贸易顺差占GDP 比（%） | 图6：2014 年经常项目细分情况（%） | 图7：商务部口径：FDI 与ODI 占GDP 比（%） | 图8：国际收支平衡表口径：FDI 与ODI 占GDP 比（%） | 图9：美元指数 | 图10：2014 年各国货物进出口总额（万亿美元） | 图11：2014 年各国服务进出口总额（万亿美元） | 图12：2014 年各国货物和服务进出口总额（万亿美元） | 图13：制造业增加值（亿美元） | 图14：制造业增加值，PPP 衡量2005 年不变价（亿国际元）,2015年8月11日上午，人民银行宣布调整人民币兑美元中间价形成方式。按照新的形成方式，当日中间价出现了一定幅度的贬值。,057,retained_exact,a089b5ceaa9ac8cd6f83739481ba682f0ea712708a89a1481189e0b759256afc,5e5d5a37833ab8ee1082053976e0018a53c7fd5c133bf194c0e84ceadd2cc912,1.00000000,0,14,14
054,含章可贞,流动性、利率与汇率,analysis,2015-12-16,day,23,02_markdown_articles/054_2015-12-16_含章可贞.md,OEBPS/text/article-054-analysis-2015-12-16-9ey7c3.xhtml,高善文文集V4.0.epub,d84eb38d989588b66ec63d0dce528f94564ecd444f043f7c46dfd21c12dc4366,14105,11415,38,图1：农民工工资及增速（元/天，%） | 图2：衣着加工服务费同比（%） | 图3：家庭服务与加工维修服务同比（%） | 图4：个人服务同比（%） | 图5：车辆使用与维修服务同比（%） | 图6：中国全口径外债余额（亿元，%） | 图7：BIS 外债统计：中国国债券余额及同比（按发行人国别区分） | 图8：城镇单位分行业职工平均工资（元/年） | 图9：农民工主要就业行业年工资（元/年） | 图10：国际农产品指数和原油价格 | 图11：小麦价格国内外比较（元/吨） | 图12：大米国内外比较（元/吨） | 图13：玉米国内外比较（元/吨） | 图14：经常账户与商品贸易顺差占GDP 比（%） | 图15：2014 年经常项目细项顺差（亿美元） | 图16：商务部：FDI、ODI 占GDP 比（%） | 图17：国际收支平衡表：FDI、ODI 占GDP 比（%） | 图18：国际收支基础差额占GDP 比（%） | 图19：证券投资与其他投资差额之和占GDP 比（%） | 图20：外汇占款口径资本流入占GDP 比（%） | 图21：NDF 市场人民币一年内升值预期（%） | 图22：对华出口占总出口比与汇率调整幅度散点图 | 图23：中国潜在GDP 增速，% | 图24：制造业增加值/服务业增加值的国际经验 | 图25：中国第三产业占GDP 比重 | 图26：中国和高收入国家第三产业行业占GDP 比重 | 图27：较发达国家占比差异较大的行业 | 图28：第三产业中“其他行业”增速，% | 图29：“其他行业”中细分行业占第三产业比重 | 图30：废弃资源综合利用业增速，% | 图31：计算机、通信和电子设备制造业增速，%% | 图32：工业增加值同比增速，% | 图33：广义财政支出 | 图34：发达经济体制造业PMI | 图35：中国进出口数量季度同比增速，% | 图36：OECD 综合领先指标 | 图37：上市房地产企业销售利润率 | 图38：商品房销售面积当季同比增速，%,未来5年，我们认为通货膨胀的中枢水平会从此前的3.2%下降到1%。主要考虑农民工工资涨速将大幅放缓，国际能源和粮食市场转入明显熊市，国内粮食市场开始进入长期的调整格局，合并使得一般消费物价的涨速将大幅下降。,059,retained_exact,b5586c379d6bd680b0990a1bde074725c7aea78a5dd1b8320c07fa5fde13eb61,50183fd343398f8b299bcfd9d6835210fa50164a4f8b371eef4f1742fb5b8e5a,1.00000000,7,40,38
