article_id,title,category_display,internal_type,epub_xhtml,filename_date,display_date,date_precision,reading_minutes,excerpt,non_ws_chars,cjk_chars,heading_count_h2_h6,table_count,chart_table_count,image_reference_count,unique_image_file_count,footnote_reference_count
073,影子银行和壳价值,资本市场与金融风险,analysis,OEBPS/text/article-073-analysis-2013-01-23-cf40-1182.xhtml,2013-01-23,2013-01-23,day,1,摘要：外汇占款投放趋势性下降到非常低的水平，再加上对商业银行存贷比等监管约束的加强，这两方面的因素在过去两年里同时发生，系统性地抑制了中国银行体系的货币供应能力。这一方面造成了中国利率波动中枢的普遍抬升；另一方面也刺...,213,199,0,0,0,0,0,0
074,关于近期货币市场利率飙升影响的看法,资本市场与金融风险,analysis,OEBPS/text/article-074-analysis-2013-06-23-1ffp2x3.xhtml,2013-06-23,2013-06-23,day,6,我们认为近期银行间市场短期利率大幅度飙升的影响可以概括为三波冲击。第一波冲击是银行间资金的极度紧张，这在过去一周已经发生，未来还会持续一段时间，但最坏的时候可能已经过去。第二波是影子银行体系面临的冲击，表现为票据和理...,2401,2215,0,0,0,0,0,1
075,债务危机有多远？,资本市场与金融风险,analysis,OEBPS/text/article-075-analysis-2014-01-12-1olyata.xhtml,2014-01-12,2014-01-12,day,15,2013年6月银行间爆发了异常严重的钱荒，10月债券收益率出现第二轮大幅度的抬升。市场重新开始关心，债务问题有多严重，在利率不断走高的环境下，我们距离一场债务危机有多远？,10166,8387,6,0,0,0,0,0
076,星星之火,资本市场与金融风险,analysis,OEBPS/text/article-076-analysis-2014-01-23-19q2ojg.xhtml,2014-01-23,2014-01-23,day,11,星星之火有两个方面的含义：长期内新的希望正在孕育，星星之火依稀在远处闪耀；但在短期从经济到市场仍然存在着较多的困难、问题和风险。我们也许正在接近一个长期黑暗隧道的尽头，但是仍然需要再多等待一点时间。,7666,6798,14,0,0,0,0,0
077,中国经济和资产价格,资本市场与金融风险,analysis,OEBPS/text/article-077-analysis-2014-05-17-cf40-1666.xhtml,2014-05-17,2014-05-17,day,4,"提要：2007年后中国经济处在波动下行的趋势之中,企业盈利能力目前也处于低位。除了受全球经济低迷的影响之外，2008年后的过度刺激和经济过热的后遗症也是抑制中国经济增长的重要原因。",2486,2155,0,0,0,0,0,0
078,牛市有多远,资本市场与金融风险,analysis,OEBPS/text/article-078-analysis-2014-08-06-8obrb8.xhtml,2014-08-06,2014-08-06,day,8,本文是我们8月6日宏观电话视频会议的记录全文，主要内容包括：,3186,2893,0,0,0,0,0,1
079,见龙在田,资本市场与金融风险,analysis,OEBPS/text/article-079-analysis-2014-12-25-16gb0ew.xhtml,2014-12-25,2014-12-25,day,26,本文首先回顾了过去一年多以来我们对经济和市场的看法及其演变，即在2013年底我们认为市场接近黑暗隧道的尽头，但可能还有最后一跌，到今年6月份认为市场可能面临着熊去牛来的转折，再到8月初进一步提出“三级火箭”的比喻来描...,15858,13753,18,19,17,20,20,2
080,资本市场向何处去,资本市场与金融风险,analysis,OEBPS/text/article-080-analysis-2015-06-01-1hir3om.xhtml,2015-06-01,2015-06-01,day,6,根据 2015 年 5 月 20 日晚演讲内容整理,3989,3511,0,0,0,0,0,0
081,日乾夕惕,资本市场与金融风险,analysis,OEBPS/text/article-081-analysis-2015-07-02-1i64yjn.xhtml,2015-07-02,2015-07-02,day,22,本文根据作者在6月25日安信证券半年度策略会上的演讲整理形成，补充了数据和图表，并根据最新的市场变化所暴露出来的问题调整和完善了有关部分的内容。,13126,11406,22,22,22,22,22,2
082,关于股灾、杠杆与流动性的反思,资本市场与金融风险,commentary,OEBPS/text/article-082-commentary-2015-07-24-2he5hh.xhtml,2015-07-24,2015-07-24,day,7,随着股灾逐步平息下来，人们的注意力开始转向对事情的反思，以亡羊补牢，吸取教训。客观地说，造成这次股灾的原因十分复杂，但杠杆与流动性无疑是其中非常关键的问题。,4503,3765,0,1,0,0,0,1
083,股市震荡之后值得深思的三个问题,资本市场与金融风险,commentary,OEBPS/text/article-083-commentary-2015-08-09-1lqohk2.xhtml,2015-08-09,2015-08-09,day,6,提要：在信息技术时代，以银行为中介的融资体系与技术发展越来越不兼容，中国需要一个以市场化为导向的高度发达的资本市场。发达的资本市场需要具备两个核心要素，政府对市场奉行自由放任的管理理念以及契约至上的精神，而中国当前则...,3812,3483,0,0,0,0,0,0
084,关于股灾与资本市场制度建设的讨论（上）,资本市场与金融风险,commentary,OEBPS/text/article-084-commentary-2015-08-15-okmyr0.xhtml,2015-08-15,2015-08-15,day,22,2015年8月15日上午，根据北京大学金融校友联合会的提议和安排，在北京大学上海金融家俱乐部的组织下，我们召开了股灾与资本市场制度建设的讨论会，数十名在金融领域工作的各地北大校友齐聚上海，进行了热情和踊跃的发言，高善...,14860,13074,0,0,0,0,0,0
085,守正待时,资本市场与金融风险,analysis,OEBPS/text/article-085-analysis-2016-07-07-12hogiu.xhtml,2016-07-07,2016-07-07,day,23,考虑到反腐败对政府行为的影响，我们将中国的二线城市分为两组，一组是重要官员牵涉腐败指控而落马的城市，对比组为没有出现这类冲击的城市。总体而言，数据显示2014年初以来前组城市的房价涨幅相对在显著加快。数据分析表明，由...,13240,11391,6,25,21,21,21,5
086,商品价格和PPI环比显著走弱 流动性趋紧牵制估值水平,资本市场与金融风险,analysis,OEBPS/text/article-086-analysis-2017-04-27-ljvbla.xhtml,2017-04-27,2017-04-27,day,2,2017年4月26日，安信证券在上海举办机构投资者宏观交流会，高善文博士发表主题演讲。会后微信和网络媒体上流传各种版本速记，其中错讹之处很多，为避免误解，特发此观点摘要，供大家批评和参考。演讲全文将在未来适当时间另行...,915,808,0,0,0,0,0,0
087,中国影子银行体系的兴起和变迁,资本市场与金融风险,analysis,OEBPS/text/article-087-analysis-2017-07-03-147gkay.xhtml,2017-07-03,2017-07-03,day,7,——《大浪淘沙》2017年中期策略策略会报告（一）,4379,3726,5,0,0,0,0,0
088,金融机构到了河那边 金融监管还在河里,资本市场与金融风险,analysis,OEBPS/text/article-088-analysis-2017-09-18-16oiu69.xhtml,2017-09-18,2017-09-18,day,7,“2017金融街论坛”于9月14日-9月15日举行。安信证券首席经济学家、中国首席经济学家论坛理事高善文出席并演讲。,4771,4355,0,0,0,0,0,0
089,经济动能维持韧性 市场风险偏好提升,资本市场与金融风险,analysis,OEBPS/text/article-089-analysis-2018-01-25-jhc4vh.xhtml,2018-01-25,2018-01-25,day,6,尽管有供改和环保限产影响，以及房地产基建边际走弱的拖累，2017年中国GDP增速仍录得6.9%，较上年反弹0.2个百分点。中国出口增速的显著回升，在其中发挥了最为关键的作用。,4146,3329,8,0,0,0,0,0
090,金融危机以后 中国企业资产负债率趋势下降,资本市场与金融风险,analysis,OEBPS/text/article-090-analysis-2018-03-20-10gutlg.xhtml,2018-03-20,2018-03-20,day,7,2018年3月17日，上海浦山新金融发展基金会在沪召开浦山基金会第二届年会，主题为“金融危机10周年回顾与未来金融风险展望”。安信证券首席经济学家、中国首席经济学家论坛理事高善文参会并以“中国企业部门杠杆率”为题发表...,4450,4042,0,0,0,0,0,0
091,中国企业部门杠杆率之谜,资本市场与金融风险,analysis,OEBPS/text/article-091-analysis-2018-05-28-wginz7.xhtml,2018-05-28,2018-05-28,day,4,中国企业部门杠杆率在微观层面可以从资产负债率和资产周转率两个指标进行分析。本文从这两个角度分析企业部门杠杆率之谜，结果显示：负债率上升集中在国有部门，但2015年后出现下降，未来如果进一步推动国有企业去杠杆和市场化经...,2471,2219,0,0,0,0,0,0
092,去杠杆之争,资本市场与金融风险,analysis,OEBPS/text/article-092-analysis-2018-05-31-vmlmi0.xhtml,2018-05-31,2018-05-31,day,14,2018年5月31日，我们在成都举行的安信证券中期策略会上，以《去杠杆之殇》为主题做了主旨演讲，引起了不少的关注和许多的批评意见，这多少是出乎所料的。,7383,6343,0,35,35,39,39,1
093,防范金融危机的三个重要问题——预警可行性、传导机制与政策干预,资本市场与金融风险,analysis,OEBPS/text/article-093-analysis-2018-12-28-cf40-3013.xhtml,2018-12-28,2018-12-28,day,9,防范系统性金融危机，具有重大的理论意义、现实意义和政策意义。学界的许多研究通过大量的理论推导、实证分析和数值模拟，对上述问题进行了较为系统的研究，提出了很多具有启发性的观点，落脚在中国的政策建议也值得深思。作为市场参...,5766,5203,0,0,0,0,0,0
094,青山遮不住 毕竟东流去,资本市场与金融风险,analysis,OEBPS/text/article-094-analysis-2020-09-14-6m3pis.xhtml,2020-09-14,2020-09-14,day,14,在长期资本市场部分，我们观察到，2016年至今，以沪深300指数为代表的权益市场开启了一轮持续时间较长、幅度较大的上涨。这轮上涨背后的宏观原因可能在于，尽管过去5年中国经济总体上继续减速，但龙头公司的盈利能力出现显著...,6704,5683,0,17,17,17,17,2
095,2020年末的信用债风波是一个重要转折点,资本市场与金融风险,analysis,OEBPS/text/article-095-analysis-2021-01-17-cf40-3672.xhtml,2021-01-17,2021-01-17,day,3,中国信用债市场2020年最后几个月发生了有趣的变化，长期来看对中国经济有深远影响。简单而言，河南的一只蝴蝶扇动了一下翅膀，甘肃、青海的企业捂着胸口倒在地上。,1713,1563,0,0,0,0,0,0
096,关于当前经济和市场形势的几点看法,资本市场与金融风险,analysis,OEBPS/text/article-096-analysis-2022-02-07-cf40-3958.xhtml,2022-02-07,2022-02-07,day,4,2021年12月中旬以来，在货币条件明显放松，稳增长政策逐步发力的背景下，中国股票市场连续下行，幅度较大，令许多市场人士颇为错愕。,2287,2071,0,0,0,0,0,0
097,中国影子银行兴起及其风险,资本市场与金融风险,analysis,OEBPS/text/article-097-analysis-undated-18r006g.xhtml,,,unknown,14,本文认为，商业银行表外融资业务，构成中国影子银行业务的主体。外汇占款投放放缓与商业银行表内贷款扩张受限，抑制了金融体系的货币信用供应能力，是影子银行业务加速兴起的重要宏观背景。以社会融资规模数据为基础，测算影子业务的...,9131,6554,0,9,8,8,8,0
098,关于股灾与资本市场制度建设的讨论（下）,资本市场与金融风险,commentary,OEBPS/text/article-098-commentary-undated-1fcf1t3.xhtml,,,unknown,12,从我对市场的观察看，那几天恐慌的程度，确实跟09年在美国市场是差不多的。如果政府再不积极入市的话，整个系统肯定是崩盘的，在美国也是。其实我那时候在群里面也说过，政府要救，不一定能够成功，但是起信心的支撑作用。这个信心...,8273,7206,0,0,0,0,0,0
099,危机之下的结构调整与未来政策路径选择,房地产、城市化与消费,analysis,OEBPS/text/article-099-analysis-2009-08-15-cf40-177.xhtml,2009-08-15,2009-08-15,day,8,去年年底推出的四万亿经济刺激方案集中在投资领域，在当时是不得已而为之的应急之策。出口在当时已经陷入崩溃局面，经济的收缩速度非常快，包括私人部门的投资在很大范围内也在崩溃。而要刺激私人部门的消费，短期之内很难取得明显的...,5084,4629,0,0,0,0,0,0
100,房地产复苏和调控,房地产、城市化与消费,analysis,OEBPS/text/article-100-analysis-2013-03-05-17b10m7.xhtml,2013-03-05,2013-03-05,day,8,我们观察受政策影响的核心城市住宅市场和其他不受影响的写字楼、商铺和非核心城市，发现调控和非调控市场呈现出较高的同步波动，这说明了宏观条件而非调控政策是房地产大趋势的主导推动力量。,3193,2732,0,12,12,12,12,4
101,中国房地产市场正在去泡沫化,房地产、城市化与消费,analysis,OEBPS/text/article-101-analysis-2014-07-05-cf40-1691.xhtml,2014-07-05,2014-07-05,day,6,摘要：中国的房地产市场在全球范围内引起了密切的关注。从微观和宏观层面来看，在2007-2011年，中国房地产行业的存货和总资产，相比于营业收入都有大幅度的上升，同时房价也在迅速攀升，这意味着房产市场的泡沫化。但是，2...,4073,3458,0,0,0,7,7,0
102,盈虚之有时,房地产、城市化与消费,analysis,OEBPS/text/article-102-analysis-2014-07-07-1v3ncu2.xhtml,2014-07-07,2014-07-07,day,16,本文首先讨论中国出口的恢复及其影响。随着全球经济逐步走出金融危机的阴影，中国的出口活动看起来正在进入可维持的恢复过程。这将逐步推升PPI由负转正，带来企业盈利的恢复，并最终引导制造业部门投资活动的恢复。,8585,7412,8,16,16,16,16,4
103,房地产市场向何处去？,房地产、城市化与消费,analysis,OEBPS/text/article-103-analysis-2014-07-24-1yh5fmx.xhtml,2014-07-24,2014-07-24,day,7,随着越来越多的城市加入放松限购政策的行列，以及6月份单月房地产销售数据的反弹，市场对房地产走向的看法再次出现争论。为此，我们将前期相关房地产市场的研究单列成文，定名为《房地产市场向何处去》，放在博客中供大家参考和批评...,4570,3953,5,0,0,0,0,0
104,守望春华,房地产、城市化与消费,analysis,OEBPS/text/article-104-analysis-2016-12-27-auk8v4.xhtml,2016-12-27,2016-12-27,day,28,在需求层面，小学在校生人数增速对城市之间的房价涨幅差异表现出很好的解释能力。2011-2012年以后，城镇化转向都市化，人口更密集地流向少数大城市和特大城市，部分地导致中国不同城市之间房价出现巨大分化。,16823,14213,4,39,39,39,39,2
105,中国的城市化与房地产市场（二）,房地产、城市化与消费,analysis,OEBPS/text/article-105-analysis-2017-10-24-koiumd.xhtml,2017-10-24,2017-10-24,day,9,2016年底，我们在年度策略会后发布了题为《,5813,5066,3,0,0,0,0,0
106,中国的城市化与房地产市场（三）,房地产、城市化与消费,analysis,OEBPS/text/article-106-analysis-2017-10-30-piquit.xhtml,2017-10-30,2017-10-30,day,6,2016年底，我们在年度策略会后发布了题为《,3799,3296,2,0,0,0,0,0
107,站到拐点，我终于找到了房价上涨的主导性因素！,房地产、城市化与消费,analysis,OEBPS/text/article-107-analysis-2017-11-04-py9veu.xhtml,2017-11-04,2017-11-04,day,20,进入本世纪以来，中国的城市化进程开始加速。在十几年的时间里，数以亿计的人口迁入城市，并定居下来，实现了生活水平的巨大提高，并在这一过程中创造了前所未见的经济繁荣。,13497,11755,5,0,0,0,0,0
108,房地产库存已明显低于长期合理水平,房地产、城市化与消费,analysis,OEBPS/text/article-108-analysis-2017-11-23-1hgafp2.xhtml,2017-11-23,2017-11-23,day,5,11月2日上午，安信证券首席经济学家高善文在2017（第十一届）中国钢铁原燃料市场高峰论坛做专题演讲，以下是演讲摘录：,2893,2592,0,0,0,0,0,0
109,地方政府和少数国企是当前杠杆问题的关键所在,房地产、城市化与消费,analysis,OEBPS/text/article-109-analysis-2018-01-03-cf40-2715.xhtml,2018-01-03,2018-01-03,day,5,从多种指标来看，宏观杠杆指标已经出现明显的改善势头，关键原因在于经济出现了周期性恢复。也要看到，实际上自2014年以后，市场化企业已经在普遍去杠杆，这是市场力量的自发作用。2016年以后，随着经济周期性的改善和GDP...,3322,3010,0,0,0,0,0,0
110,从供需入手，因地制宜解决房地产问题,房地产、城市化与消费,analysis,OEBPS/text/article-110-analysis-2018-04-24-cf40-2789.xhtml,2018-04-24,2018-04-24,day,9,300多年以前，伟大的物理学家牛顿曾经参与过我们后来称为“南海泡沫”的投机活动，损失惨重，事后他感慨说：“我可以计算天体的运动，但是无法计算人类的疯狂。”自牛顿去世到现在几百年的时间里，人类在科学知识、计算能力、数据...,5961,5448,0,0,0,0,0,0
111,风物长宜放眼量,房地产、城市化与消费,analysis,OEBPS/text/article-111-analysis-2021-07-08-b3nxx8.xhtml,2021-07-08,2021-07-08,day,22,以资本边际报酬递减这一规律为基础，我们发现日韩以及中国台湾等东亚经济体在转型过程中资本报酬率普遍出现下降，相应的利率中枢也同步下行。但过去10年中国资本报酬率下降的过程中，广谱的利率不降反升、长期背离。,12440,10633,0,28,27,27,27,2
112,沉舟侧畔千帆过,房地产、城市化与消费,analysis,OEBPS/text/article-112-analysis-2021-12-24-1ilob08.xhtml,2021-12-24,2021-12-24,day,20,在房地产方面，我们认为中国房地产市场占经济总量的比重，已经步入长期下滑的过程中。考虑到城镇住房渗透率、以及新增城镇人口等因素，商品房销售面积的历史顶部可能已经出现。由于去杠杆等政策的影响，当前房地产行业进入了剧烈的供...,12132,9407,0,30,25,25,25,2
113,2022年市场从何处来、向何处去？,房地产、城市化与消费,analysis,OEBPS/text/article-113-analysis-2022-09-19-cf40-4141.xhtml,2022-09-19,2022-09-19,day,4,2022年的中国资本市场就像一部精彩的惊悚剧，情节跌宕起伏，出人预料，但仔细回味，其展开过程倒也合情合理，让观众欲罢不能。时近深秋，我们该如何回望和反思今年的市场脉络，并从中有所启发呢？,2493,2280,0,0,0,0,0,0
114,物转星移又一秋,房地产、城市化与消费,analysis,OEBPS/text/article-114-analysis-2022-12-18-373pwx.xhtml,2022-12-18,2022-12-18,day,20,一是过去三年的疫情给经济主体带来了心理性和财务性的疤痕效应，前者影响承担风险的意愿和对未来的预期，后者造成了资产负债表的失衡。疤痕效应的修复与政策干预联系紧密，在自然条件下的修复需要一定时间。,12336,10597,0,31,31,31,31,2
115,宏观经济基本环境分析和对消费变化的思考,房地产、城市化与消费,analysis,OEBPS/text/article-115-analysis-2023-11-08-cf40-4594.xhtml,2023-11-08,2023-11-08,day,4,2019年以前，全球主要经济体二十年间的经济增长趋势非常同步，体现了高速且不断扩大的全球经济深入融合，并具体表现在贸易、金融、投资等诸多领域。疫情之后，各国纷纷放松管控，经济逐步进入恢复阶段。中国也在2022年底全面...,2200,1985,0,0,0,0,0,0
116,道是无晴却有晴,房地产、城市化与消费,analysis,OEBPS/text/article-116-analysis-2023-12-13-xmy5dk.xhtml,2023-12-13,2023-12-13,day,18,以中国东北、日本、美国的案例为参考，中国房地产投资占GDP比重的长期中枢或许在8%左右，现在房地产投资已经明显低于这一中枢，并可能继续下降。与发达国家住宅投资占比进行比较，中国目前的水平也明显低于国际中位数。,11156,9130,0,37,37,37,37,2
117,关于当前房地产市场的几个问题,房地产、城市化与消费,analysis,OEBPS/text/article-117-analysis-2024-01-30-cf40-4657.xhtml,2024-01-30,2024-01-30,day,7,过去两年，房地产市场是影响中国经济最为核心的因素，这已成为政府和市场的广泛共识。2024年房地产市场走向如何，目前仍有诸多疑问。过去一段时间，政府有关部门围绕房地产市场进一步推出了一系列政策，所有市场参与者都在密切关...,4421,3725,0,0,0,7,7,0
118,奋楫逐浪天地宽,房地产、城市化与消费,analysis,OEBPS/text/article-118-analysis-2024-05-31-w3d19i.xhtml,2024-05-31,2024-05-31,day,21,第一，房地产行业的大幅调整以及由此带来的贸易账户严重失衡，是近几年中国经济的关键特征。在经历基本面恶化和估值修正后，当前房地产市场诸多价格相关指标可能已经进入合理区间，但这并不意味着房价已经完全触底。底部的形成往往具...,12986,11159,0,24,24,24,24,0
119,房地产市场正在经历三方面调整，供应侧措施更重要,房地产、城市化与消费,analysis,OEBPS/text/article-119-analysis-2024-09-15-cf40-4826.xhtml,2024-09-15,2024-09-15,day,4,中国经济总需求不足的局面仍然相对比较突出。总需求进一步减弱的风险，可能是今年三到四季度的主导性风险，当下需要对总需求不足的局面进行诊断，并提出相应的政策建议。,2117,1965,0,0,0,0,0,0
120,产业结构转型与消费驱动转型,房地产、城市化与消费,analysis,OEBPS/text/article-120-analysis-2024-09-30-cf40-4838.xhtml,2024-09-30,2024-09-30,day,7,近年来，中国经济总体增速偏缓，总需求偏弱。针对这一现状，市场中存在两种不同的观点。一种观点认为，总需求偏弱将引发一系列连锁的负面效应，应采取强有力的刺激政策，以期尽快恢复总供求的平衡和相对温和的通胀水平。,4870,4182,0,0,0,16,16,0
121,关于促进房地产市场止跌回稳，加快建立房地产业务新模式的几点思考,房地产、城市化与消费,analysis,OEBPS/text/article-121-analysis-2024-10-22-cf40-4853.xhtml,2024-10-22,2024-10-22,day,6,房地产市场在国民经济中具有举足轻重的影响。过去几年中国房地产市场的深度调整充分暴露了传统的房地产业务模式的严重内在缺陷，对宏观经济的稳定运行和健康发展形成了明显拖累和重大挑战。如何尽快实现房地产市场的止跌回稳，并逐步...,3667,3409,0,0,0,0,0,0
122,产业升级：星星之火悄然孕育,产业、产能与能源转型,analysis,OEBPS/text/article-122-analysis-2010-06-07-cf40-354.xhtml,2010-06-07,2010-06-07,day,3,产业升级本身不完全是一个宏观经济学的研究题目，更大程度上是一个自下而上的研究。自上而下地去研究产业升级，很难讨论得具体、深入。因此，踏踏实实地去研究一些具体的案例，会更生动、更清楚、更有价值。,1645,1465,0,0,0,0,0,0
123,短周期工业品价格的“蜜月期”快结束了吗？,产业、产能与能源转型,analysis,OEBPS/text/article-123-analysis-2016-09-02-1vxpt19.xhtml,2016-09-02,2016-09-02,day,4,今年以来，一方面是终端需求的脉冲恢复，一方面是供应层面的有效收缩，这使得在经济总体低迷的背景下，工业品价格享受了一段时间难得的“蜜月期”，PPI环比涨幅创下2011年初以来的最高水平。,2730,2418,4,0,0,0,0,0
124,雾霾从哪里来？,产业、产能与能源转型,analysis,OEBPS/text/article-124-analysis-2016-12-20-1nurznx.xhtml,2016-12-20,2016-12-20,day,3,【按】本文为高善文在鸿儒金融教育基金会和上海金融与法律研究院主办的“镜鉴与前瞻2016”上的演讲。,1803,1575,0,0,0,0,0,0
125,僵尸企业特别多的行业都是国有资本集中的行业,产业、产能与能源转型,analysis,OEBPS/text/article-125-analysis-2017-04-12-fbad43.xhtml,2017-04-12,2017-04-12,day,4,本文为安信证券首席经济学家高善文4月9日在北大光华管理学院高层管理论坛上的演讲。,2515,2253,0,0,0,0,0,0
126,观察经济结构变化的三个维度,产业、产能与能源转型,analysis,OEBPS/text/article-126-analysis-2017-11-25-cf40-2689.xhtml,2017-11-25,2017-11-25,day,4,观察中国的经济结构变化，不仅有助于定位中国经济目前所处的发展阶段和进展状况，也有助于识别经济发展中存在的突出问题。基于以上重大意义，观察和研究经济结构的方法视角就格外重要。,2638,2422,0,0,0,0,0,0
127,走进新时代,产业、产能与能源转型,analysis,OEBPS/text/article-127-analysis-2017-12-31-ngfyo.xhtml,2017-12-31,2017-12-31,day,26,在经济增长部分，我们强调，2016年6月份以来，全球经济转入周期性恢复，这提升了中国的出口，拉动中国经济超过1个百分点的加速；由于同期供给侧改革对经济活动的抑制，中国在增长率层面的改善相对轻微；但这两方面的因素都大幅...,15294,12861,0,33,29,29,29,6
128,怎样看待中美国债利率倒挂？鲍威尔“转鸽”后续如何？,产业、产能与能源转型,analysis,OEBPS/text/article-128-analysis-2018-12-04-cf40-2993.xhtml,2018-12-04,2018-12-04,day,5,11月制造业PMI录得50，较上月回落0.2个百分点，创两年来新低。分项来看，生产、新订单、进口均出现不同程度下行，新出口订单小幅回升，但仍处于历史低位。高频数据显示高炉开工率、粗钢产量均出现轻微下滑。内外需均处在偏...,2991,2648,0,0,0,7,7,0
129,反者道之动,产业、产能与能源转型,analysis,OEBPS/text/article-129-analysis-2018-12-11-172b1d7.xhtml,2018-12-11,2018-12-11,day,17,在去产能部分，我们强调，过去三年政府的强力政策在产能过剩领域取得了显著成效，今年以来产能过剩行业的盈利处于极高水平。由于经济自身逻辑的展开，行业供求开始向着反面变化，一个重要的迹象是这些领域投资显著上升以及相关行业大...,9043,7899,0,26,26,26,26,2
130,大宗商品价格上涨的原因、趋势及政策应对,产业、产能与能源转型,analysis,OEBPS/text/article-130-analysis-2021-05-27-cf40-3766.xhtml,2021-05-27,2021-05-27,day,8,最近一段时间以来大宗商品价格的快速上涨引发了广泛的关注、焦虑和不安，金融市场的参与者们也都在密切的追踪并试图全面了解和分析其来龙去脉和影响。在此背景下，对大宗商品的价格上涨进行讨论是非常及时且必要的。,5197,4676,0,0,0,0,0,0
131,碳中和与双循环,产业、产能与能源转型,analysis,OEBPS/text/article-131-analysis-2021-06-23-cf40-3795.xhtml,2021-06-23,2021-06-23,day,4,最近，为了应对气候变化，中国政府宣布了控制碳排放的目标，承诺在2030年之前碳排放实现达峰，并争取在2060年实现碳中和，进而引发了国内外的广泛关注。作为世界第一大碳排放国，以及处于相对中高速增长的大型经济体，实现上...,2645,2236,0,0,0,9,9,0
132,能源短缺与碳达峰,产业、产能与能源转型,analysis,OEBPS/text/article-132-analysis-2021-11-19-cf40-3908.xhtml,2021-11-19,2021-11-19,day,5,今年9-10月份，煤炭价格快速上涨，伴随部分地区拉闸限电，引发广泛关注。随后政府部门采取了强有力的干预措施，煤炭市场压力暂时得到显著缓解。但这一事件背后反映的一些结构性问题，值得我们思考和探讨。,3385,3029,0,0,0,4,4,0
133,“产能过剩”问题观察：历史规律、现实背景与应对策略,产业、产能与能源转型,analysis,OEBPS/text/article-133-analysis-2024-06-14-cf40-4747.xhtml,2024-06-14,2024-06-14,day,5,当一个规模极其庞大且有明确预期的新兴行业出现时，在市场力量作用下，严重的产能过剩几乎不可避免。这是因为，市场上没有人知道行业未来的稳定需求处于什么水平，只能不断试错。,3236,2940,0,0,0,0,0,0
134,贸易盈余趋势性下降的前因后果,贸易、国际收支与全球经济,analysis,OEBPS/text/article-134-analysis-2010-04-12-cf40-348.xhtml,2010-04-12,2010-04-12,day,7,从贸易余额来看，大概从2007年的11月份，贸易盈余就已经呈现下降性趋势，其中最明显的是贸易余额相对于经济的名义总量的下降。这个趋势一直延续到现在，我们预计未来还会再延续一两年的时间，甚至更长。在这个趋势转折刚开始的...,4254,3923,0,0,0,0,0,0
135,一个基于国际收支变化的分析框架——产能周期理论概述之二,贸易、国际收支与全球经济,analysis,OEBPS/text/article-135-analysis-2012-01-10-fb45zh.xhtml,2012-01-10,2012-01-10,day,5,本文提出和讨论一个有用的理论框架，用以观察中国经济的总供求波动，并基于此来分析产能周期的基本过程和主要特征。作为起点，我们首先提出这一理论框架的基本假设。这些假设包括：,2841,2486,5,0,0,0,0,0
136,总供求平衡与国际收支波动,贸易、国际收支与全球经济,analysis,OEBPS/text/article-136-analysis-2012-06-21-cf40-1009.xhtml,2012-06-21,2012-06-21,day,1,摘要：本文提出和讨论一个有用的理论框架，用以分析中国经济的总供求平衡和国际收支波动。在此框架下，通过观察贸易盈余的波动，并结合国内产出和价格、全球工业部门产出和价格等指标，我们可以把握一段时期内实体经济所受冲击的来源...,123,114,0,0,0,0,0,0
137,供给侧也有“三驾马车”,贸易、国际收支与全球经济,analysis,OEBPS/text/article-137-analysis-2015-11-27-mkwijb.xhtml,2015-11-27,2015-11-27,day,5,供给和需求，是一个硬币的两个方面。需求是从产品角度看问题；供给是从要素角度看问题。如果说需求侧包括投资、消费和出口三驾马车的话，那么供给侧也有三驾马车，那就是劳动、资本和技术。,943,863,0,0,0,0,0,0
138,进口大幅增长 经济数据积极,贸易、国际收支与全球经济,analysis,OEBPS/text/article-138-analysis-2017-03-14-agajzn.xhtml,2017-03-14,2017-03-14,day,5,最新公布的 2 月进出口数据，出口同比 4.2%；进口同比 44.7%；当月贸易逆差 604,3460,2904,7,0,0,0,0,0
139,中美关系已进入修昔底德陷阱,贸易、国际收支与全球经济,analysis,OEBPS/text/article-139-analysis-2018-03-21-1sl5ymg.xhtml,2018-03-21,2018-03-21,day,5,中美经贸关系近来摩擦不断，矛盾加剧。在这背后，当然有特朗普以重商主义和单边主义为导向的理念和风格的影响，这些影响未必具有长期性。但我们应该看到，在经贸领域对华奉行强硬路线，正在成为美国朝野两党的共识，两国经贸关系的基...,3445,3099,0,0,0,0,0,0
140,中美贸易战的走向,贸易、国际收支与全球经济,analysis,OEBPS/text/article-140-analysis-2018-06-21-famr7l.xhtml,2018-06-21,2018-06-21,day,2,2018年4月11日，作者应清华大学时事大讲堂的邀请就中美贸易摩擦发表了演讲。5月10日，以这篇演讲为基础，我们将之润色整理为“中美贸易摩擦深处的忧虑”一文，推送在公众号“高善文经济观察”上，引起了一些阅读的兴趣。,1137,1029,0,0,0,0,0,0
141,经济下行风险累积,贸易、国际收支与全球经济,analysis,OEBPS/text/article-141-analysis-2018-07-31-cf40-2877.xhtml,2018-07-31,2018-07-31,day,5,今年二季度，国内GDP实际同比6.7%，较一季度回落0.1个百分点；名义同比9.8%，较一季度回落0.4个百分点。,2819,2334,0,0,0,7,7,0
