article_id,title,date,category,image_count,image_alts,article_md,note
100,房地产复苏和调控,2013-03-05,房地产、城市化与消费,12,图1：住宅、商业和办公楼销售面积季度增速（%） | 图2：40 城市和其他地区商品房销售面积月度增速（%） | 图3：商品房销售面积季度增速（%） | 图4：金融机构甲醛贷款利率和GDP 增速（%） | 图5：商品房销售面积年度增速（%） | 图6：房地产开发投资资金来源累计同比增速（%） | 图7：商品房销售面积和房地产开发投资季度增速（%） | 图8：35 个城市住宅投资和销售占全国商品房的比例（%） | 图9：40 城市住宅投资对房地产开发投资增速贡献（%） | 图10：一二三线城市二手住宅价格指数同比（%） | 图11：35 城市和其它地区商品房销售增速（%） | 图12：一线城市二手住宅租金收益率（%）,02_markdown_articles/100_2013-03-05_房地产复苏和调控.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
101,中国房地产市场正在去泡沫化,2014-07-05,房地产、城市化与消费,7,图1 | 图2 | 图3 | 图4 | 图5 | 图6 | 图7,02_markdown_articles/101_2014-07-05_中国房地产市场正在去泡沫化.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
102,盈虚之有时,2014-07-07,房地产、城市化与消费,16,图1：OECD 综合领先指标 | 图2：发达经济体和新兴经济体制造业PMI（%） | 图3：中国进出口实际同比增速 | 图4：中国出口实际同比增速（不包含香港、澳门） | 图5：中国和美国PPI 同比增速 | 图6：PPI 环比增速和工业增加值环比增速（%） | 图7：周期股TTMROE 与PPI | 图8：制造业上市公司投资增速和PPI | 图9：官方制造业固定资产投资增速和调整值 | 图10：上市房地产企业存货水平 | 图11：上市房地产企业总资产水平 | 图12：上市房地产企业ROA 和ROE | 图13：70 大中城市：一二三线城市新建住宅价格定基指数 | 图14：百城：一二三线城市住宅价格定基指数 | 图15：商品房销售面积当季同比增速 | 图16：房屋新开工面积当季同比增速,02_markdown_articles/102_2014-07-07_盈虚之有时.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
104,守望春华,2016-12-27,房地产、城市化与消费,39,图1：小学在校生人数增速和房价涨幅，% | 图2：小学在校生人数增速和房价涨幅，% | 图3：二线城市小学在校生人数增速比较 | 图4：两组二线城市住宅销售面积增速差，% | 图5：两组二线城市住宅新开工面积增速差异，% | 图6：居民可支配收入增速对比，% | 图7：教育财政支出和小学生人数增速 | 图8：以小学在校生增速衡量的人口集中涌入的城市 | 图9：城市夜晚灯光亮度 | 图10：城市夜晚灯光亮度 | 图11：城市灯光亮度比较 | 图12：城市灯光密集区域占城市范围比例 | 图13：海港城市圈居住用地占城市建设用地比重(统一按中国口径） | 图14：内陆首都城市圈居住用地占城市建设用地比重(统一按中国口径） | 图15：全球主要城市房价收入比 | 图16：居住用地面积增速和房价涨幅，% | 图17：居住用地面积增速和房价涨幅，%（人均三产GDP 前10 的城市） | 图18：居住用地面积增速和房价涨幅，%（小学在校生人数前10 的城市） | 图19：居住用地面积增速和房价涨幅，%（城市常住人口前10 的城市） | 图20：居住用地面积增速和常住人口的关系 | 图21：二线涨幅靠前城市测算非合意库存量（千平米） | 图22：二线涨幅靠后城市测算非合意库存量（千平米） | 图23：三四线城市测算非合意库存量（千平米） | 图24：上市房地产企业存货/总资产 | 图25：日本房地产投资占GDP 比重，% | 图26：美国房地产投资占GDP 比重，% | 图27：PPI 环比（%） | 图28：规模以上工业企业主营业务收入累计利润率（%） | 图29：上市工业企业主营业务收入累计利润率（%） | 图30：上市工业企业滚动ROA（%） | 图31：宏观杠杆水平的衡量——债务/GDP（%） | 图32：住户部门负债/GDP（%） | 图33：政府部门负债/GDP（%） | 图34：非金融企业部门负债/GDP（%） | 图35：非金融上市企业负债/销售收入（%） | 图36：非金融上市企业资产负债率（%） | 图37：非金融上市企业资产周转率（%） | 图38：非金融上市企业资产周转率和剔除通胀影响的资产周转率（%） | 图39：PPI 定基数（2002 年=100）,02_markdown_articles/104_2016-12-27_守望春华.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
111,风物长宜放眼量,2021-07-08,房地产、城市化与消费,27,图1：东亚经济转型中的实际GDP 增速，% | 图2：中国增量资本产出比（ICOR） | 图3：中国增量资本产出比（ICOR，每5 年几何平均） | 图4：东亚经济转型时期：ICOR 对标 （每5 年几何平均） | 图5：东亚经济转型时期：ICOR 对标（5 年几何平均逐年） | 图6：东亚经济转型时期：ICOR 对标（5 年几何平均） | 图7：中国资本报酬率与ICOR 倒数 | 图8：上市公司ROA，% （每5 年平均） | 图9：全国国企及央企总资产报酬率，%（财政部口径，阶段平均） | 图10：工业企业实际ROA：国有和非国有，% （每5 年平均） | 图11：东亚转型时期：1 年期国债名义利率，% （每5 年平均） | 图12：中国转型时期：1 年期国债名义利率，% （每5 年平均） | 图13：东亚转型时期：1 年期国债实际利率，% （每5 年平均） | 图14：中国转型时期：1 年期国债实际利率，% （每5 年平均） | 图15：东亚经济转型时期：名义贷款利率，% （每5 年平均） | 图16：东亚经济转型时期：实际贷款利率，% （每5 年平均） | 图17：中国经济转型时期：实际贷款加权利率，% （每5 年平均） | 图18：东亚经济转型时期：国民储蓄率，%（每5 年平均） | 图19：东亚经济转型时期：国民储蓄率，%（每5 年平均） | 图20：东亚经济转型时期：国民储蓄率，%（20 年平均） | 图21：ICOR 与一年期国债实际利率（每5 年平均） | 图22：ICOR 与名义贷款利率（每5 年平均） | 图23：ICOR 与实际贷款利率（每5 年平均） | 图24：中国贷款、债券和信托：名义利率，% （阶段平均） | 图25：中国贷款、债券和信托：实际利率，% （阶段平均） | 图26：中国经常账户差额:占GDP 比重，%（每5 年平均） | 图27：测算实体企业、广义政府和房地产口径的增量债务占比，%,02_markdown_articles/111_2021-07-08_风物长宜放眼量.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
112,沉舟侧畔千帆过,2021-12-24,房地产、城市化与消费,25,"图1：商品房销售与新增城镇常住、就业人口增速之差（%，5YMA） | 图2：商品房销售与新增城镇常住、就业人口增速之差（%，HP 滤波） | 图3：新增城镇常住、就业人口与商品房销售面积增速（%，5 年平均） | 图4：商品房销售面积真实值与估计值，亿平方米 | 图5：东亚经济转型中的实际GDP 增速，% | 图6：东亚经济体：住宅投资/GDP（%,HP 滤波） | 图7：测算商品房存货周转率，% | 图8：房地产行业销售净利率，% | 图9：人民币实际有效汇率指数 | 图10：中国出口额、工业出口交货值占全球市场的份额，% | 图11：出口交货值分类下的工业增速，% | 图12：出口交货值分类下的工业增加值占比，% | 图13：出口交货值分类下的资本开支/营业收入，% | 图14：出口交货值分类下的资本开支占比，% | 图15：不同营收增速分组的增加值增速，% | 图16：不同营收增速分组的利润总额/增加值，% | 图17：不同营收增速分组的增加值占比，% | 图18：不同营收增速分组的资本开支占比，% | 图19：不同营收增速分组的员工人数占比，% | 图20：上市公司员工分组占比及新增流向，% | 图21：不同营收增速分组下的人均薪酬变化（定基数，以2014 年为100） | 图22：不同营收增速分组的市值占比，% | 图23：不同营收增速分组下的股价变化（以2010 年为100） | 图24：不同营收增速分组下的股价变化（以2009 年为100） | 图25：不同营收增速分组的民营企业市值占比（%）",02_markdown_articles/112_2021-12-24_沉舟侧畔千帆过.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
114,物转星移又一秋,2022-12-18,房地产、城市化与消费,31,图1：居民户新增广义存贷款轧差/居民部门总收入（4Q，TTM），% | 图2：居民户储蓄率偏离值，% | 图3：测算全国商品房非意愿库存，千平方米 | 图4：日本房地产投资占GDP 比重，% | 图5：美国房地产投资占GDP 比重，% | 图6：中国房地产投资占GDP 比重，% | 图7：新房价格弹性，% | 图8：二手房价格弹性，% | 图9：增长与安全四象限 | 图10：行业相对万得全A 价格指数：国防军工（第一象限） | 图11：行业内国企相对非国企PE：国防军工（第一象限） | 图12：行业内国企相对非国企PB：国防军工（第一象限） | 图13：行业内国企相对非国企价格指数：国防军工（第一象限） | 图14：万得中概股100 指数成分——互联网（第二象限） | 图15：万得中概股100 相对纳斯达克价格指数：互联网（第二象限） | 图16：万得中概股100 指数营业收入增速（固定样本， 第二象限） | 图17：万得中概股100 相对纳斯达克指数市净率变化（第二象限） | 图18：行业相对万得全A 价格指数：家用电器（第三象限） | 图19：行业内国企相对非国企PE：家用电器（第三象限） | 图20：行业内国企相对非国企PB：家用电器（第三象限） | 图21：行业相对万得全A 价格指数：电力设备（第一象限） | 图22：行业内国企相对非国企PE：电力设备（第一象限） | 图23：行业内国企相对非国企PB：电力设备（第一象限） | 图24：行业相对万得全A 价格指数：新能源汽车（第四象限） | 图25：行业内国企相对非国企PE：新能源汽车（第四象限） | 图26：行业内国企相对非国企PB：新能源汽车（第四象限） | 图27：万得“专精特新”概念指数（第四象限） | 图28：行业相对万得全A 价格指数：专精特新（第四象限） | 图29：行业内国企相对非国企PE ：专精特新（第四象限） | 图30：行业内国企相对非国企PB：专精特新（第四象限） | 图31：行业内国企相对非国企价格指数：专精特新（第四象限）,02_markdown_articles/114_2022-12-18_物转星移又一秋.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
116,道是无晴却有晴,2023-12-13,房地产、城市化与消费,37,图1：东北分整体和分能级商品住宅销售面积指数 | 图2：东北分能级房地产投资占GDP 比重，% | 图3：日本房地产投资占GDP 比重，% | 图4：美国房地产投资占GDP 比重，% | 图5：中国房地产投资占GDP 比重，% | 图6：住宅投资占比，% | 图7：住宅投资GDP 占比中位数（2000-2019），% | 图8：分能级城镇人口同比，% | 图9：全国分能级住宅销售面积，亿平米 | 图10：分人口流出率三四线城市住宅销售面积，亿平 | 图11：分人口流出率三四线城市住宅销售面积，千平 | 图12：销售面积变化与户籍人口留存率，% | 图13：全国和分能级商品房销售占比，% | 图14：商品房销售-扣土地购置费后投资占GDP 比重，% | 图15：房地产相关税费占GDP 比重，% | 图16：中国金融业和房地产业增加值和土地费占GDP 比重，% | 图17：东北和分能级商品房销售占比，% | 图18：东北商品房销售-扣土地购置费后投资占GDP 比重，% | 图19：分能级商品房销售情况前后对比，% | 图20：成交土地占地面积，亿平米 | 图21：住宅类成交土地占地面积，亿平米 | 图22：房地产企业土地购置面积，亿平米 | 图23：整体和分能级容积率 | 图24：成交土地规划建筑面积，亿平米 | 图25：成交土地规划建筑面积:住宅用地，亿平米 | 图26：成交住宅规划建筑面积后四年/前四年，% | 图27：分能级城镇人口同比增速，% | 图28：东北分能级城镇人口同比增速，% | 图29：大城市与全国经济增速差值，% | 图30：大城市与全国城镇社零增速差值，% | 图31：大城市与城镇失业率差值，% | 图32：A 股房地产行业经营性现金流偏离，亿元 | 图33：A 股房地产行业投资性现金流偏离，亿元 | 图34：A 股房地产行业筹资性现金流偏离，亿元 | 图35：A 股房地产行业筹资性现金流偏离，% | 图36：港股国有和民营股票 | 图37：港股优质和弱势民企股票,02_markdown_articles/116_2023-12-13_道是无晴却有晴.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
117,关于当前房地产市场的几个问题,2024-01-30,房地产、城市化与消费,7,图1 日本房地产投资占GDP比重（%） | 图2 美国房地产投资占GDP比重（%） | 图3 中国房地产投资占GDP比重（%） | 图4 美国二手房销售年化（千套） | 图5 13城新房和二手房成交面积指数 | 图6 克而瑞30城新房和二手房销售面积 | 图7 贝壳25城二手房价格和租金价格指数（%）,02_markdown_articles/117_2024-01-30_关于当前房地产市场的几个问题.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
118,奋楫逐浪天地宽,2024-05-31,房地产、城市化与消费,24,"图1：贸易盈余/GDP(剔除价格）,% | 图2：名义贸易盈余/GDP，% | 图3：PPI 环比，% | 图4：南华工业品指数 | 图5：高盛商品指数 | 图6：贝壳25 城二手房价格和租金价格指数 | 图7：2023 年二手房价格和租金价格变化，% | 图8：收入预期和房贷利率，% | 图9：大中城市房价收入比和购房难度指数 | 图10：A 股国有和民营房企股价指数 | 图11：港股国有和民营房企股价指数 | 图12：中资美元债与美债利差、高收益债与美债利差，% | 图13：中国资本报酬率与ICOR 倒数，% | 图14：加权贷款利率与国债利差，% | 图15：日本境外投资存量和直接投资存量占资本存量比重，% | 图16：日本海外销售占GDP 比重，% | 图17：境外投资收益占营业盈余比重，% | 图18：境内外直接投资资本回报率对比，% | 图19：日本行业层面出海程度V.S.行业ROA，% | 图20：日本行业层面出海程度V.S.行业净利润率，% | 图21：日本行业层面出海程度V.S.行业ROA，% | 图22：日本行业层面出海程度与行业ROA 双向固定效应回归 | 图23：日本个股：日经内需50 指数V.S.日经外需50 指数 | 图24：日本个股：日经内需50 指数V.S.日经外需50 指数",02_markdown_articles/118_2024-05-31_奋楫逐浪天地宽.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
120,产业结构转型与消费驱动转型,2024-09-30,房地产、城市化与消费,16,图1 上市公司行业分类及数量 | 图2 不同分类行业营业总收入占比 | 图3 不同分类行业总市值占比 | 图4 支持/中性与限制/中性的净利润发展趋势图 | 图5 支持/中性与限制/中性的净利润率发展趋势图 | 图6 相较于中性行业，支持与限制行业员工总数发展情况 | 图7 相较于中性行业，支持与限制行业CAPEX变化情况 | 图8 相较于中性行业，支持与限制行业负债量变化情况 | 图9 相较于中性行业，支持与限制行业所有者权益变化情况 | 图10 相较于中性行业，支持与限制行业PE（市盈率）变化情况 | 图11 相较于中性行业，支持与限制行业PB（市净率）变化情况 | 图12 相较于中性行业，支持与限制行业股价变化情况 | 图13 疫情前各省份社零同比增速与中青年人口数量的关系 | 图14 疫情后各省份社零同比增速与中青年人口数量的关系 | 图15 疫情前人口流入更多（年轻人占比更高）的省份消费增长更快 | 图16 疫情后更多（年轻人占比更高）的省份消费增速更低,02_markdown_articles/120_2024-09-30_产业结构转型与消费驱动转型.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
127,走进新时代,2017-12-31,产业、产能与能源转型,29,图1：限产行业和非限产行业工业增加值增速，% | 图2：限产行业和非限产行业工业增加值增速，% | 图3：历次经济反弹时，PPI 相对工业增加值的弹性 | 图4：交通运输、仓储和邮政业GDP 增速，% | 图5：固定资产投资季度同比，% | 图6：中国实际出口季度同比增速，% | 图7：全球工业生产同比增速，% | 图8：剔除亚洲新兴国家的全球工业生产增速，% | 图9：发达和新兴市场股票指数 | 图10：贸易盈余占GDP 比重，%（剔除价格，定基数） | 图11：上市房地产企业存货/总资产，% | 图12：全国房地产非合意库存测算，千平方米 | 图13：三四线城市房地产非合意库存，千平方米 | 图14：房地产开发投资同比增速，% | 图15：规上工业企业销售利润率与PPI 同比，% | 图16：上市工业企业销售净利率与PPI 同比，% | 图17：上市工业企业资产周转率 | 图18：规上工业企业总资产、净资产同比与制造业投资同比，% | 图19：规上工业企业总资产、流动资产、非流动资产同比，% | 图20：上市工业企业总资产、固定资产和在建工程同比，% | 图21：大盘指数和小盘指数 | 图22：大盘指数和小盘指数年涨幅，% | 图23：1 年期和10 年期国债到期收益率，% | 图24：M3 与 社融plus 增速比较（%） | 图25：货币信贷增速差与债券净价涨幅散点图2011-2017 | 图26：产能过剩行业分类 | 图27：产能过剩行业地理分布 | 图28：国有比重高的行业ROA 下降更加明显 | 图29：周期上升时ROA 越高，近期ROA 降幅越大,02_markdown_articles/127_2017-12-31_走进新时代.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
128,怎样看待中美国债利率倒挂？鲍威尔“转鸽”后续如何？,2018-12-04,产业、产能与能源转型,7,文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表,02_markdown_articles/128_2018-12-04_怎样看待中美国债利率倒挂_鲍威尔“转鸽”后续如何.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
129,反者道之动,2018-12-11,产业、产能与能源转型,26,图1：限产和非限产行业的工业增加值同比，% | 图2：限产行业和对照行业的价格 | 图3：PPI 同比和非限产组工业增速同比 | 图4：贸易盈余/GDP，% | 图5：规上工业企业限产行业和对照行业的销售净利润率，% | 图6：上市工业企业限产行业和对照行业的销售净利润率，% | 图7：限产行业和对照组的制造业投资增速同比，% | 图8：全国房地产非合意库存测算，千平方米 | 图9：三四线房地产非合意库存测算，千平方米 | 图10：房地产新开工增速-销售增速，% | 图11：70 大中城市二手住宅价格环比，% | 图12：城市化率国际比较，% | 图13：非农就业人口/全部劳动力，% | 图14：各国居民部门杠杆率比较，% | 图15：住户部门贷款占收入的比重，% | 图16：住户部门年还本付息额/年可支配收入，% | 图17：城投平台有息负债同比增速，% | 图18：工业企业中国企资产负债率，% | 图19：上市国企资产负债率，% | 图20：非证券投资类信托收益率，% | 图21：人民贷款加权利率，% | 图22：欧洲和美西集装箱运价指数 | 图23：PE 和PB 水平 | 图24：联邦模型下的PE 和PB | 图25：PB 和Forward PE 水平 | 图26：联邦模型下的PB 和Forward PE 水平,02_markdown_articles/129_2018-12-11_反者道之动.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
131,碳中和与双循环,2021-06-23,产业、产能与能源转型,9,图1 疫情以来部分重要商品涨幅 | 图2 商品涨幅与其碳总排放量关系 | 图3 加工制造业弹性系数与碳排放量 | 图3 加工制造业弹性系数与碳排放量 | 图3 加工制造业弹性系数与碳排放量 | 图3 加工制造业弹性系数与碳排放量 | 图4 中国粗钢净出口量占产量比重（2006-2020） | 图5 高品质铁矿石溢价（美元/吨） | 图6 全球螺纹钢价格,02_markdown_articles/131_2021-06-23_碳中和与双循环.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
132,能源短缺与碳达峰,2021-11-19,产业、产能与能源转型,4,图1 2020年以来中国发电来源分类季度增速，% | 图2 2010-2021年我国工业、第三产业和居民部门用电弹性 | 图3 中国部分省份每吨碳排放所对应的工业增加值，元/吨 | 图4 高耗能行业和其余制造业等每吨碳排放所对应的增加值，元/吨,02_markdown_articles/132_2021-11-19_能源短缺与碳达峰.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
141,经济下行风险累积,2018-07-31,贸易、国际收支与全球经济,7,文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表,02_markdown_articles/141_2018-07-31_经济下行风险累积.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
142,中美贸易战影响如何？,2018-09-30,贸易、国际收支与全球经济,6,图1 年初以来大盘走势与贸易战主要事件 | 图2 中概股指数与纳斯达克指数的走势 | 图3 AH上市的H股指数、标普500和新兴市场指数 | 图4 贸易战影响的回归结果 | 图5 R007和信托收益率 | 图6 人民币汇率指数和主权债CDS,02_markdown_articles/142_2018-09-30_中美贸易战影响如何.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
143,外需走弱内需疲软，水泥强势值得关注,2018-11-22,贸易、国际收支与全球经济,21,文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表,"02_markdown_articles/143_2018-11-22_外需走弱内需疲软,水泥强势值得关注.md",正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
144,进出口走势不容乐观，托底政策将持续出台,2019-01-15,贸易、国际收支与全球经济,6,文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表,"02_markdown_articles/144_2019-01-15_进出口走势不容乐观,托底政策将持续出台.md",正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
145,静水深流,2019-05-29,贸易、国际收支与全球经济,22,图1：中概股指数真实值和拟合值（截至2018 年8 月末） | 图2：港股指数真实值和拟合值（截至2018 年8 月末） | 图3：中概股指数真实值和拟合值（截至2019 年4 月末） | 图4：港股指数真实值和拟合值（截至2019 年4 月末） | 图5：中概股指数真实值和拟合值（截至2019 年5 月） | 图6：港股指数真实值和拟合值（截至2019 年5 月） | 图7：全球工业同比增速，% | 图8：OECD 综合领先指标 | 图9：全球制造业和服务业PMI，% | 图10：全球出口同比，% | 图11：名义和实际贸易盈余/GDP，% | 图12：全国居民人均可支配收入和社会消费品零售同比，% | 图13：社会消费品零售和商品房销售同比，% | 图14：社会消费品零售和商品房销售同比，% | 图15：社会消费品零售和商品房销售同比变化，% | 图16：住户部门：实物交易中储蓄/可支配收入，% | 图17：住户部门：金融交易中储蓄/可支配收入，% | 图18：理财、住户部门存款余额同比，% | 图19：住户部门:商品房销售额/可支配收入和住宅销售额/可支配收入，% | 图20：住户部门:中长期贷款变化/可支配收入，% | 图21：理财、住户部门存款余额同比，% | 图22：银行理财产品预期收益率，%,02_markdown_articles/145_2019-05-29_静水深流.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
146,贸易战对实体经济的影响如何,2019-08-23,贸易、国际收支与全球经济,3,文章图表 | 文章图表 | 文章图表,02_markdown_articles/146_2019-08-23_贸易战对实体经济的影响如何.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
148,吹尽狂沙始到金,2022-07-02,贸易、国际收支与全球经济,9,图1：Wind 全A 和沪深300 指数，点 | 图2：世界银行高收入经济体标准，美元/人 | 图表 | 图3：世界银行高收入经济体标准，美元/人 | 图4：人民币实际有效汇率指数与美元兑人民币汇率 | 图5：东亚经济转型中的实际GDP 增速，% | 图6：算数平均下的增长组名义人均GDP ，美元/人 | 图7：算数平均下的停滞组名义人均GDP ，美元/人 | 图8：各经济体跨过高收入门槛后的长期经济增速与得分，%，分,02_markdown_articles/148_2022-07-02_吹尽狂沙始到金.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
152,新冠肺炎疫情对全球金融市场和国内实体经济的影响,2020-02-29,财政、疫情及宏观应对,20,图1 全国新增确诊病例和新增疑似病例 | 图2 湖北省新增确诊病例 | 图3 武汉封城前后MSCI全球、发达和新兴市场指数表现 | 图4 武汉封城前后美国三大股指表现 | 图5 武汉封城前后美国、欧洲、日本股票指数表现 | 图6 武汉封城前后10年期美国和日本国债收益率表现 | 图7 武汉封城前后10年期美国和德国国债收益率表现 | 图8 武汉封城前后新兴经济体主权债收益率表现 | 图9 武汉封城前后美国BBB级企业债利率和利差表现 | 图10 武汉封城前后美元指数和日元兑美元汇率表现 | 图11 武汉封城前后新兴市场汇率指数表现 | 图12 武汉封城前后高盛商品指数和原油价格表现 | 图13 武汉封城前后黄金价格表现 | 图14 武汉封城前后中国A股市场整体表现 | 图15 武汉封城前后中国10年期国债和国开债收益率表现 | 图16 武汉封城前后人民币汇率表现 | 图17 武汉封城前后南华工业品指数表现 | 图18 2019年和2020年春节前后　全国发送旅客数（单位：万人次） | 图19 2017—2020年春节前后　6大发电集团日均耗煤量（单位：万吨） | 图20 2020年各省规模以上工业企业复工率,02_markdown_articles/152_2020-02-29_新冠肺炎疫情对全球金融市场和国内实体经济的影响.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
154,新冠疫情常态化如何影响经济运行——微观机理、数值估计与政策应对,2020-06-14,财政、疫情及宏观应对,6,文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表 | 文章图表,02_markdown_articles/154_2020-06-14_新冠疫情常态化如何影响经济运行——微观机理、数值估计与政策应对.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
155,变局之中开新局,2020-07-01,财政、疫情及宏观应对,25,图1：可选消费：交易金额和恢复程度 | 图2：可选消费：交易金额和恢复程度 | 图3：社零和固定资产投资当月同比，% | 图4：30 大中城市商品房交易面积及恢复度，万平方米、% | 图5：乘用车每周日均零售同比(4WMA)， % | 图6：可选消费：交易金额和恢复程度（13 个样本） | 图7：可选消费：交易金额和恢复程度(22 个样本) | 图8：限额以上必选、可选消费（除石油）当月同比， % | 图9：高频消费数据同比增速， % | 图10：限额以上企业商品零售总额同比， % | 图11：全国餐饮账单数量同比（7DMA）， % | 图12：民航运输人数同比， % | 图13：中端酒店出租率同比， % | 图14：限额以上可选和石油消费当月同比， % | 图15：标普指数、中概股和纳斯达克指数 | 图16：标普500 与餐饮、航空和酒店指数 | 图17：社会消费品零售总额同比：限额以上及以下，% | 图18：CPI 中家庭服务及加工维修服务价格当月同比，% | 图19：自主、合资和豪华汽车当月同比，% | 图20：美国和德国10 年期国债收益率，% | 图21：美国高收益企业债期权调整利差，% | 图22：制造业投资当月同比，% | 图23：民间投资当月同比，% | 图24：美国、日本、德国和意大利股指 | 图25：MSCI 发达和新兴市场指数,02_markdown_articles/155_2020-07-01_变局之中开新局.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
157,经济恢复现分化，政策干预需更有针对性,2020-07-24,财政、疫情及宏观应对,6,图1 规模以上工业增加值当月同比（单位：%） | 图2 社会消费品零售名义同比：限额以上V.S.限额以下（单位：%） | 图3 服务业生产指数当月同比（单位：%） | 图4 交易费用楔子示意图 | 图5 可选消费：交易金额和恢复程度（13个样本）（单位：%） | 图6 可选消费：交易金额和恢复程度（22个样本）（单位：%）,"02_markdown_articles/157_2020-07-24_经济恢复现分化,政策干预需更有针对性.md",正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
158,守得云开见月明,2021-01-14,财政、疫情及宏观应对,18,图1：北京城镇居民储蓄率，% | 图2：中国居民部门储蓄率，% | 图3：2020 年中国居民部门储蓄率偏离度，% | 图4：各国2019 年家庭储蓄率，% | 图5：各国2020 年家庭储蓄率最大偏离度，% | 图6：2020 年储蓄率最大偏离度和2019 年平均储蓄率，% | 图7：城镇和农村储蓄率，% | 图8：居民部门新增人民币存款轧差/居民部门总收入季节性偏离度，% | 图9：剔除趋势后各季度居民购房支出/居民部门总收入的偏离度，% | 图10：基金新增资金估算值/居民收入， % | 图11：居民部门新增贷款/可支配收入季节性偏离度，% | 图12：制造业投资和民间投资当月同比，% | 图13：转型中的实际GDP 增速，% | 图表 | 图14：世界银行高收入标准，美元 | 图15：测算1987 年以前的世界银行高收入标准，美元 | 图16：各宗教文化经济体GDP 潜在实际增速（HP 滤波），% | 图17：各宗教文化经济体GDP 同比实际增速的内部差异程度（标准差/平均值）,02_markdown_articles/158_2021-01-14_守得云开见月明.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
159,疫情下经济恢复的几个特征事实,2021-04-29,财政、疫情及宏观应对,11,图1 美国日本消费实际支出累计同比 | 图2 法国英国消费实际支出累计同比 | 图3 中国居民消费名义支出同比：货物-服务 | 图4 世界居民货物消费增速同比图片 | 图5 全球贸易当月同比 | 图6 全球工业增速同比 | 图7 中国和美国PPT月度同比 | 图8 全球经济回升期间PPI变化的弹性 | 图9 全球经济回升期间PPI变化的弹性 | 图10 各国近两年家庭储蓄率 | 图11 2020年中国居民部门储蓄率偏离度,02_markdown_articles/159_2021-04-29_疫情下经济恢复的几个特征事实.md,正文保留图题、来源与 EPUB 图像路径注释；原始图像仍在源 EPUB 中。
