chunk_id,article_id,title,date,thematic_category,chunk_index,section_path,primary_topic,topics,methodology_concepts,broad_observation_dimensions,exclusive_evidence_methods,non_ws_chars,overlap_non_ws_chars,prev_chunk_id,next_chunk_id,article_md,content_sha256
038-s029,038,知止不殆,2019-12-08,周期、通胀与人口,29,三、未来中国经济形势的判断 > 二、“三十年未有之变局” > （二）资本投入,潜在增长与人口,潜在增长与人口;贸易与全球经济;产业升级与制造业;信用债务与金融风险;股票与资本市场;消费收入与就业;企业盈利与资产负债表;增长与总需求,国际与历史对标;资产负债表分析;情景与预测复盘;存量—流量与会计闭合;左侧—右侧判断;广谱横断面观察;总量—结构拆分,所有制与企业类型;主体资产负债表;国内国际与资本流动;收入年龄与家庭分组,时序与领先滞后;会计与存量流量约束;横断面梯度;自然实验与制度冲击,279,210,038-s028,038-s030,02_markdown_articles/038_2019-12-08_知止不殆.md,8486b03e68fa8a126f955a6a570d1de4d8cada144150dbcde751f8fa1afee952
038-s030,038,知止不殆,2019-12-08,周期、通胀与人口,30,三、未来中国经济形势的判断 > 二、“三十年未有之变局” > （三）技术进步,潜在增长与人口,潜在增长与人口;贸易与全球经济;产业升级与制造业;信用债务与金融风险;股票与资本市场;消费收入与就业;企业盈利与资产负债表;增长与总需求,国际与历史对标;资产负债表分析;情景与预测复盘;存量—流量与会计闭合;左侧—右侧判断;广谱横断面观察;总量—结构拆分,所有制与企业类型;主体资产负债表;国内国际与资本流动;收入年龄与家庭分组,时序与领先滞后;会计与存量流量约束;横断面梯度;自然实验与制度冲击,335,196,038-s029,038-s031,02_markdown_articles/038_2019-12-08_知止不殆.md,bc754ca00fd1dfe266a3f799379cecac31c0edc64af2de67f8c8b2238bdf2dd2
038-s031,038,知止不殆,2019-12-08,周期、通胀与人口,31,三、未来中国经济形势的判断 > 二、“三十年未有之变局” > （四）资本系数,潜在增长与人口,潜在增长与人口;贸易与全球经济;产业升级与制造业;信用债务与金融风险;股票与资本市场;消费收入与就业;企业盈利与资产负债表;增长与总需求,国际与历史对标;资产负债表分析;情景与预测复盘;存量—流量与会计闭合;左侧—右侧判断;广谱横断面观察;总量—结构拆分,所有制与企业类型;主体资产负债表;国内国际与资本流动;收入年龄与家庭分组,时序与领先滞后;会计与存量流量约束;横断面梯度;自然实验与制度冲击,582,196,038-s030,038-s032,02_markdown_articles/038_2019-12-08_知止不殆.md,99baea8caa66758f7976f21c4803cad1a10a1769528a687d5bb59e2325f34d47
038-s032,038,知止不殆,2019-12-08,周期、通胀与人口,32,三、未来中国经济形势的判断 > 三、中国经济增速的趋势转折,潜在增长与人口,潜在增长与人口;贸易与全球经济;产业升级与制造业;信用债务与金融风险;股票与资本市场;消费收入与就业;企业盈利与资产负债表;增长与总需求,国际与历史对标;资产负债表分析;情景与预测复盘;存量—流量与会计闭合;左侧—右侧判断;广谱横断面观察;总量—结构拆分,所有制与企业类型;主体资产负债表;国内国际与资本流动;收入年龄与家庭分组,时序与领先滞后;会计与存量流量约束;横断面梯度;自然实验与制度冲击,313,209,038-s031,038-s033,02_markdown_articles/038_2019-12-08_知止不殆.md,018b18655a70dc6c248d96d3e72e00d434cf3837c75cfdf9cdf5bf9a69eeb0bd
038-s033,038,知止不殆,2019-12-08,周期、通胀与人口,33,三、未来中国经济形势的判断 > 四、潜在经济增速下降的风险 > （一）潜在经济增速下降的经验事实,潜在增长与人口,潜在增长与人口;贸易与全球经济;产业升级与制造业;信用债务与金融风险;股票与资本市场;消费收入与就业;企业盈利与资产负债表;增长与总需求,国际与历史对标;资产负债表分析;情景与预测复盘;存量—流量与会计闭合;左侧—右侧判断;广谱横断面观察;总量—结构拆分,所有制与企业类型;主体资产负债表;国内国际与资本流动;收入年龄与家庭分组,时序与领先滞后;会计与存量流量约束;横断面梯度;自然实验与制度冲击,1077,214,038-s032,038-s034,02_markdown_articles/038_2019-12-08_知止不殆.md,e13d941f3010c588dfd6671ba0e088cd6697208ab584f21edff522ba8d38bd00
038-s034,038,知止不殆,2019-12-08,周期、通胀与人口,34,三、未来中国经济形势的判断 > 四、潜在经济增速下降的风险 > （一）潜在经济增速下降的经验事实,潜在增长与人口,潜在增长与人口;贸易与全球经济;产业升级与制造业;信用债务与金融风险;股票与资本市场;消费收入与就业;企业盈利与资产负债表;增长与总需求,国际与历史对标;资产负债表分析;情景与预测复盘;存量—流量与会计闭合;左侧—右侧判断;广谱横断面观察;总量—结构拆分,所有制与企业类型;主体资产负债表;国内国际与资本流动;收入年龄与家庭分组,时序与领先滞后;会计与存量流量约束;横断面梯度;自然实验与制度冲击,306,205,038-s033,038-s035,02_markdown_articles/038_2019-12-08_知止不殆.md,55bcbf8ea1326a7a8b50d9960741b4b269b210c0b4fe7d5fa6406588e4744e6d
038-s035,038,知止不殆,2019-12-08,周期、通胀与人口,35,三、未来中国经济形势的判断 > 四、潜在经济增速下降的风险 > （二）潜在增速下降与调整的一般模式,潜在增长与人口,潜在增长与人口;贸易与全球经济;产业升级与制造业;信用债务与金融风险;股票与资本市场;消费收入与就业;企业盈利与资产负债表;增长与总需求,国际与历史对标;资产负债表分析;情景与预测复盘;存量—流量与会计闭合;左侧—右侧判断;广谱横断面观察;总量—结构拆分,所有制与企业类型;主体资产负债表;国内国际与资本流动;收入年龄与家庭分组,时序与领先滞后;会计与存量流量约束;横断面梯度;自然实验与制度冲击,632,214,038-s034,,02_markdown_articles/038_2019-12-08_知止不殆.md,a6b9abb4b51bb3804616f85ce71a0225fc3da0dd0947452fd51790f10473d252
039-s001,039,观察一季度经济数据的三个维度,2020-05-03,周期、通胀与人口,1,正文,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;潜在增长与人口,存量—流量与会计闭合,收入年龄与家庭分组;产品与品类横断面;主体资产负债表,自然实验与制度冲击;会计与存量流量约束;符号与量价组合,978,0,,039-s002,02_markdown_articles/039_2020-05-03_观察一季度经济数据的三个维度.md,6ad05d1ad76fdeaf0c6ed821435b3ad11cf1bd98308a793598c3aa4cec592e9a
039-s002,039,观察一季度经济数据的三个维度,2020-05-03,周期、通胀与人口,2,正文,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;潜在增长与人口,存量—流量与会计闭合,收入年龄与家庭分组;产品与品类横断面;主体资产负债表,自然实验与制度冲击;会计与存量流量约束;符号与量价组合,940,201,039-s001,039-s003,02_markdown_articles/039_2020-05-03_观察一季度经济数据的三个维度.md,15b534aed0672801b771d1e65345f3d17eccde5ff6bad32ef1fa71f94b58db77
039-s003,039,观察一季度经济数据的三个维度,2020-05-03,周期、通胀与人口,3,正文,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;潜在增长与人口,存量—流量与会计闭合,收入年龄与家庭分组;产品与品类横断面;主体资产负债表,自然实验与制度冲击;会计与存量流量约束;符号与量价组合,922,211,039-s002,039-s004,02_markdown_articles/039_2020-05-03_观察一季度经济数据的三个维度.md,e0aef1f827e4ef8ea60656248f0ddce3b499a1c3b3aed430ffcd92e5ab4924a9
039-s004,039,观察一季度经济数据的三个维度,2020-05-03,周期、通胀与人口,4,正文,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;潜在增长与人口,存量—流量与会计闭合,收入年龄与家庭分组;产品与品类横断面;主体资产负债表,自然实验与制度冲击;会计与存量流量约束;符号与量价组合,992,213,039-s003,039-s005,02_markdown_articles/039_2020-05-03_观察一季度经济数据的三个维度.md,4dde0dcc39e8daaeaf324c04904581a3fd6d547a4fd969e9508c423b920431f8
039-s005,039,观察一季度经济数据的三个维度,2020-05-03,周期、通胀与人口,5,正文,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;潜在增长与人口,存量—流量与会计闭合,收入年龄与家庭分组;产品与品类横断面;主体资产负债表,自然实验与制度冲击;会计与存量流量约束;符号与量价组合,974,206,039-s004,039-s006,02_markdown_articles/039_2020-05-03_观察一季度经济数据的三个维度.md,63872cc409a902a9b3b75baf87f6344f9e5413590ae97c36ed61372b1777836e
039-s006,039,观察一季度经济数据的三个维度,2020-05-03,周期、通胀与人口,6,正文,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;潜在增长与人口,存量—流量与会计闭合,收入年龄与家庭分组;产品与品类横断面;主体资产负债表,自然实验与制度冲击;会计与存量流量约束;符号与量价组合,472,204,039-s005,039-s007,02_markdown_articles/039_2020-05-03_观察一季度经济数据的三个维度.md,38f9454926f8837685bc4cb4734c62571deb2c2d1708ae3736eeef2d96a26930
039-s007,039,观察一季度经济数据的三个维度,2020-05-03,周期、通胀与人口,7,总结来看，本文包括以下三个核心观察：,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;潜在增长与人口,存量—流量与会计闭合,收入年龄与家庭分组;产品与品类横断面;主体资产负债表,自然实验与制度冲击;会计与存量流量约束;符号与量价组合,888,207,039-s006,,02_markdown_articles/039_2020-05-03_观察一季度经济数据的三个维度.md,06a91b3aeba8303fde84a185926f5e30eab7805f889370c0fafac19848f70abd
040-s001,040,关于中国通货膨胀形成机制的几点观察,2022-11-14,周期、通胀与人口,1,内容提要,通胀与价格,通胀与价格;消费收入与就业;增长与总需求;潜在增长与人口;贸易与全球经济;产能库存与工业周期;汇率与国际收支;产业升级与制造业,国际与历史对标;左侧—右侧判断;总量—结构拆分,产品与品类横断面;收入年龄与家庭分组;国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性;横断面梯度;自然实验与制度冲击,284,0,,040-s002,02_markdown_articles/040_2022-11-14_关于中国通货膨胀形成机制的几点观察.md,05590f536169e6cebddcef5a44d76f09c477c79020e3be4be2c8a0797de13a18
040-s002,040,关于中国通货膨胀形成机制的几点观察,2022-11-14,周期、通胀与人口,2,内容提要,通胀与价格,通胀与价格;消费收入与就业;增长与总需求;潜在增长与人口;贸易与全球经济;产能库存与工业周期;汇率与国际收支;产业升级与制造业,国际与历史对标;左侧—右侧判断;总量—结构拆分,产品与品类横断面;收入年龄与家庭分组;国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性;横断面梯度;自然实验与制度冲击,437,213,040-s001,040-s003,02_markdown_articles/040_2022-11-14_关于中国通货膨胀形成机制的几点观察.md,33fec3b930f333cbad9c0d25d35e599468bbc6eafdb80002f80224af24967d2f
040-s003,040,关于中国通货膨胀形成机制的几点观察,2022-11-14,周期、通胀与人口,3,引言,通胀与价格,通胀与价格;消费收入与就业;增长与总需求;潜在增长与人口;贸易与全球经济;产能库存与工业周期;汇率与国际收支;产业升级与制造业,国际与历史对标;左侧—右侧判断;总量—结构拆分,产品与品类横断面;收入年龄与家庭分组;国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性;横断面梯度;自然实验与制度冲击,333,202,040-s002,040-s004,02_markdown_articles/040_2022-11-14_关于中国通货膨胀形成机制的几点观察.md,89584528161f9148bde8ca24026536ca1dc86b392a344f9d5be2f740006b10e3
040-s004,040,关于中国通货膨胀形成机制的几点观察,2022-11-14,周期、通胀与人口,4,一、从封闭走向开放的中国经济,通胀与价格,通胀与价格;消费收入与就业;增长与总需求;潜在增长与人口;贸易与全球经济;产能库存与工业周期;汇率与国际收支;产业升级与制造业,国际与历史对标;左侧—右侧判断;总量—结构拆分,产品与品类横断面;收入年龄与家庭分组;国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性;横断面梯度;自然实验与制度冲击,874,210,040-s003,040-s005,02_markdown_articles/040_2022-11-14_关于中国通货膨胀形成机制的几点观察.md,74109cd2755bff2f2b4eec196341424983507431074d9dec6517d1ebc2e32eaf
040-s005,040,关于中国通货膨胀形成机制的几点观察,2022-11-14,周期、通胀与人口,5,二、食品通货膨胀主导消费物价指数,通胀与价格,通胀与价格;消费收入与就业;增长与总需求;潜在增长与人口;贸易与全球经济;产能库存与工业周期;汇率与国际收支;产业升级与制造业,国际与历史对标;左侧—右侧判断;总量—结构拆分,产品与品类横断面;收入年龄与家庭分组;国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性;横断面梯度;自然实验与制度冲击,903,213,040-s004,040-s006,02_markdown_articles/040_2022-11-14_关于中国通货膨胀形成机制的几点观察.md,9cba98eefe34e790f7f5e32c2dd4331940eade88fcb718094533eb79538642dc
040-s006,040,关于中国通货膨胀形成机制的几点观察,2022-11-14,周期、通胀与人口,6,二、食品通货膨胀主导消费物价指数,通胀与价格,通胀与价格;消费收入与就业;增长与总需求;潜在增长与人口;贸易与全球经济;产能库存与工业周期;汇率与国际收支;产业升级与制造业,国际与历史对标;左侧—右侧判断;总量—结构拆分,产品与品类横断面;收入年龄与家庭分组;国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性;横断面梯度;自然实验与制度冲击,951,204,040-s005,040-s007,02_markdown_articles/040_2022-11-14_关于中国通货膨胀形成机制的几点观察.md,ec5873007c8855b1cb82033b2e451e93dd24ebf5e8cc6fb957ad898994c92c4e
040-s007,040,关于中国通货膨胀形成机制的几点观察,2022-11-14,周期、通胀与人口,7,二、食品通货膨胀主导消费物价指数,通胀与价格,通胀与价格;消费收入与就业;增长与总需求;潜在增长与人口;贸易与全球经济;产能库存与工业周期;汇率与国际收支;产业升级与制造业,国际与历史对标;左侧—右侧判断;总量—结构拆分,产品与品类横断面;收入年龄与家庭分组;国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性;横断面梯度;自然实验与制度冲击,924,201,040-s006,040-s008,02_markdown_articles/040_2022-11-14_关于中国通货膨胀形成机制的几点观察.md,491ed9d43bad859edd7e6ae7d68f050593bf8c3908b71d2e6fd36f53f9c5a589
040-s008,040,关于中国通货膨胀形成机制的几点观察,2022-11-14,周期、通胀与人口,8,二、食品通货膨胀主导消费物价指数,通胀与价格,通胀与价格;消费收入与就业;增长与总需求;潜在增长与人口;贸易与全球经济;产能库存与工业周期;汇率与国际收支;产业升级与制造业,国际与历史对标;左侧—右侧判断;总量—结构拆分,产品与品类横断面;收入年龄与家庭分组;国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性;横断面梯度;自然实验与制度冲击,939,207,040-s007,040-s009,02_markdown_articles/040_2022-11-14_关于中国通货膨胀形成机制的几点观察.md,24eb1c412a25af161b896c5f0d9b7c4233ffbc52c0aa6266dcc33a46498da662
040-s009,040,关于中国通货膨胀形成机制的几点观察,2022-11-14,周期、通胀与人口,9,二、食品通货膨胀主导消费物价指数,通胀与价格,通胀与价格;消费收入与就业;增长与总需求;潜在增长与人口;贸易与全球经济;产能库存与工业周期;汇率与国际收支;产业升级与制造业,国际与历史对标;左侧—右侧判断;总量—结构拆分,产品与品类横断面;收入年龄与家庭分组;国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性;横断面梯度;自然实验与制度冲击,681,212,040-s008,040-s010,02_markdown_articles/040_2022-11-14_关于中国通货膨胀形成机制的几点观察.md,af2ccea91664a373914e9611d7be6ba25a4706ceb9d203937f57d31bb76a8385
040-s010,040,关于中国通货膨胀形成机制的几点观察,2022-11-14,周期、通胀与人口,10,四、城乡居民生活方式的趋同,通胀与价格,通胀与价格;消费收入与就业;增长与总需求;潜在增长与人口;贸易与全球经济;产能库存与工业周期;汇率与国际收支;产业升级与制造业,国际与历史对标;左侧—右侧判断;总量—结构拆分,产品与品类横断面;收入年龄与家庭分组;国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性;横断面梯度;自然实验与制度冲击,311,216,040-s009,040-s011,02_markdown_articles/040_2022-11-14_关于中国通货膨胀形成机制的几点观察.md,d6ae89ebf90df4f96133d3dc1acc200978fc504fb016c50d7657d4017e2add2c
040-s011,040,关于中国通货膨胀形成机制的几点观察,2022-11-14,周期、通胀与人口,11,四、城乡居民生活方式的趋同 > （一）居民食品支出的变化及国际比较,通胀与价格,通胀与价格;消费收入与就业;增长与总需求;潜在增长与人口;贸易与全球经济;产能库存与工业周期;汇率与国际收支;产业升级与制造业,国际与历史对标;左侧—右侧判断;总量—结构拆分,产品与品类横断面;收入年龄与家庭分组;国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性;横断面梯度;自然实验与制度冲击,342,187,040-s010,040-s012,02_markdown_articles/040_2022-11-14_关于中国通货膨胀形成机制的几点观察.md,8c8288dd31d52d4d8cf5a0ed487d626b7878ca19bc1fbae99e24828a0c41aead
040-s012,040,关于中国通货膨胀形成机制的几点观察,2022-11-14,周期、通胀与人口,12,四、城乡居民生活方式的趋同 > （二）农户支出行为的变化,通胀与价格,通胀与价格;消费收入与就业;增长与总需求;潜在增长与人口;贸易与全球经济;产能库存与工业周期;汇率与国际收支;产业升级与制造业,国际与历史对标;左侧—右侧判断;总量—结构拆分,产品与品类横断面;收入年龄与家庭分组;国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性;横断面梯度;自然实验与制度冲击,419,213,040-s011,040-s013,02_markdown_articles/040_2022-11-14_关于中国通货膨胀形成机制的几点观察.md,0350f4f50771f7457ba8190c012c58bc58ac850bf202ca5ad5d457ce111c25f5
040-s013,040,关于中国通货膨胀形成机制的几点观察,2022-11-14,周期、通胀与人口,13,四、城乡居民生活方式的趋同 > （三）农户资产配置行为的变化,通胀与价格,通胀与价格;消费收入与就业;增长与总需求;潜在增长与人口;贸易与全球经济;产能库存与工业周期;汇率与国际收支;产业升级与制造业,国际与历史对标;左侧—右侧判断;总量—结构拆分,产品与品类横断面;收入年龄与家庭分组;国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性;横断面梯度;自然实验与制度冲击,944,196,040-s012,040-s014,02_markdown_articles/040_2022-11-14_关于中国通货膨胀形成机制的几点观察.md,76079c57c774b85f693fe979253d2ef672258a1b8216d4027613bd1f71edeee0
040-s014,040,关于中国通货膨胀形成机制的几点观察,2022-11-14,周期、通胀与人口,14,附录：,通胀与价格,通胀与价格;消费收入与就业;增长与总需求;潜在增长与人口;贸易与全球经济;产能库存与工业周期;汇率与国际收支;产业升级与制造业,国际与历史对标;左侧—右侧判断;总量—结构拆分,产品与品类横断面;收入年龄与家庭分组;国内国际与资本流动;主体资产负债表,时序与领先滞后;多市场一致性;横断面梯度;自然实验与制度冲击,329,203,040-s013,,02_markdown_articles/040_2022-11-14_关于中国通货膨胀形成机制的几点观察.md,56892a91e7ccbae9e0fc57876b8e2374d532d6cdde5460802ec82712ebd93bef
041-s001,041,顺势而为,2023-06-13,周期、通胀与人口,1,内容提要,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,369,0,,041-s002,02_markdown_articles/041_2023-06-13_顺势而为.md,d05bc52bad9ae02d74810e74985426bfe39549bceae703f2696dde56c1574fe4
041-s002,041,顺势而为,2023-06-13,周期、通胀与人口,2,内容提要,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,347,204,041-s001,041-s003,02_markdown_articles/041_2023-06-13_顺势而为.md,f12a686e0b613582311fba328238c6e0e18e850765a3eef817548a7b9a65f02b
041-s003,041,顺势而为,2023-06-13,周期、通胀与人口,3,一、疫情的中长期影响,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,502,213,041-s002,041-s004,02_markdown_articles/041_2023-06-13_顺势而为.md,91d31baa806b7cba0d40ac677d76883f6f2c6286d2bb2eebd013ae4740973eee
041-s004,041,顺势而为,2023-06-13,周期、通胀与人口,4,一、疫情的中长期影响 > （一）疫情对发达市场的影响,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,1006,215,041-s003,041-s005,02_markdown_articles/041_2023-06-13_顺势而为.md,af62a0be6004278030ec15d58bbfabb800a933f4a82e1a87bdf39107db80dab0
041-s005,041,顺势而为,2023-06-13,周期、通胀与人口,5,一、疫情的中长期影响 > （一）疫情对发达市场的影响,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,294,204,041-s004,041-s006,02_markdown_articles/041_2023-06-13_顺势而为.md,845106f0055bb516521c0fbfdcab0cc5a5096fa5fc01a3c4e7f4657360d941f5
041-s006,041,顺势而为,2023-06-13,周期、通胀与人口,6,一、疫情的中长期影响 > （二）疫情对新兴市场的影响,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,811,207,041-s005,041-s007,02_markdown_articles/041_2023-06-13_顺势而为.md,18eb19442850e245a7c9dc331e39fbedb7193f5ff5d48019d7fabac4dd62c10e
041-s007,041,顺势而为,2023-06-13,周期、通胀与人口,7,一、疫情的中长期影响 > （三）发达市场和新兴市场的经济增长情况,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,824,211,041-s006,041-s008,02_markdown_articles/041_2023-06-13_顺势而为.md,ba80d460664c81d05af62b25612c69defa09f5d907f084c2749c67b7f6a72e3d
041-s008,041,顺势而为,2023-06-13,周期、通胀与人口,8,一、疫情的中长期影响 > （四）储蓄率和劳动参与率的差异,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,956,209,041-s007,041-s009,02_markdown_articles/041_2023-06-13_顺势而为.md,43f4ae742cce8c812e1c438bc6f17f538aeaa8333019ab97954d618537473a21
041-s009,041,顺势而为,2023-06-13,周期、通胀与人口,9,一、疫情的中长期影响 > （四）储蓄率和劳动参与率的差异,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,904,210,041-s008,041-s010,02_markdown_articles/041_2023-06-13_顺势而为.md,e9d115b09a1808e7e245219bbd3985ca651bec80036602ae34d7b79c87648844
041-s010,041,顺势而为,2023-06-13,周期、通胀与人口,10,一、疫情的中长期影响 > （四）储蓄率和劳动参与率的差异,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,963,207,041-s009,041-s011,02_markdown_articles/041_2023-06-13_顺势而为.md,97abe72dcc7e27d80f444c1ef794fee1a56c61621218aef860c9c62e67c37e54
041-s011,041,顺势而为,2023-06-13,周期、通胀与人口,11,一、疫情的中长期影响 > （四）储蓄率和劳动参与率的差异,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,591,203,041-s010,041-s012,02_markdown_articles/041_2023-06-13_顺势而为.md,1770abb819f5804a22af4d1ee79210d009e735aeff992f7d98564cd4f4549c39
041-s012,041,顺势而为,2023-06-13,周期、通胀与人口,12,二、我国疫后经济和市场状况,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,360,201,041-s011,041-s013,02_markdown_articles/041_2023-06-13_顺势而为.md,89b852f84bf23af2a7fd7d0ce1b5efc052f5ba3d08651dbcc862d78a68d1a3a6
041-s013,041,顺势而为,2023-06-13,周期、通胀与人口,13,二、我国疫后经济和市场状况 > （二）中国疫后劳动参与率水平整体显著上升,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,690,201,041-s012,041-s014,02_markdown_articles/041_2023-06-13_顺势而为.md,5407fd37e9a37dc2f4dc37c89e428be925adf3bc8927efd8ef4db7cc5a3fbaf4
041-s014,041,顺势而为,2023-06-13,周期、通胀与人口,14,二、我国疫后经济和市场状况 > （三）近期市场在进一步吸收预期差的影响,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,489,209,041-s013,041-s015,02_markdown_articles/041_2023-06-13_顺势而为.md,37e9324467ac832be739501888a82e1ab4d1ec3d4d62f58d94077d34d3a3c0b8
041-s015,041,顺势而为,2023-06-13,周期、通胀与人口,15,二、我国疫后经济和市场状况 > （四）房地产市场与疫情的双重压力,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,1011,198,041-s014,041-s016,02_markdown_articles/041_2023-06-13_顺势而为.md,ebe922bbc1f9b283cf06e19916d515d8adcc86c37271a931130e7bf398a6fd7a
041-s016,041,顺势而为,2023-06-13,周期、通胀与人口,16,二、我国疫后经济和市场状况 > （四）房地产市场与疫情的双重压力,消费收入与就业,消费收入与就业;疫情冲击与宏观应对;通胀与价格;增长与总需求;房地产与城市化;股票与资本市场;利率与债券市场;潜在增长与人口,国际与历史对标,收入年龄与家庭分组;国内国际与资本流动;所有制与企业类型,自然实验与制度冲击;会计与存量流量约束,521,208,041-s015,,02_markdown_articles/041_2023-06-13_顺势而为.md,fb1bacf55158470a0a25ccbb01228fd6ad642b7f5c8e0950a9a3d3b8098166ca
042-s001,042,针对当前中国经济问题的几点观察,2023-07-26,周期、通胀与人口,1,正文,货币与流动性,货币与流动性;消费收入与就业;汇率与国际收支;利率与债券市场;增长与总需求;金融制度与监管;信用债务与金融风险;疫情冲击与宏观应对,总量—结构拆分;广谱利率与流动性;国际与历史对标,主体资产负债表;国内国际与资本流动;收入年龄与家庭分组,自然实验与制度冲击,913,0,,042-s002,02_markdown_articles/042_2023-07-26_针对当前中国经济问题的几点观察.md,de9641da0bf1f160ea275896909ba7b47834e2b3dd4eef953a769a9aee1d57ec
